"sfGFP_Sens_molecules","mCherry_Sens_molecules","genotype"
916.31,563.03,"22A3_wild_type"
540.1,965.21,"22A3_wild_type"
620.74,895.39,"22A3_wild_type"
806.13,715.89,"22A3_wild_type"
1021.06,506.28,"22A3_wild_type"
678.65,861.5,"22A3_wild_type"
894.44,659.84,"22A3_wild_type"
600.56,982.06,"22A3_wild_type"
952.86,641.59,"22A3_wild_type"
1022.71,583.74,"22A3_wild_type"
858.8,754.15,"22A3_wild_type"
673.58,980.6,"22A3_wild_type"
1053.32,594.76,"22A3_wild_type"
839.32,818.87,"22A3_wild_type"
767,895.26,"22A3_wild_type"
743.76,933.41,"22A3_wild_type"
971.64,706.85,"22A3_wild_type"
730.93,975.54,"22A3_wild_type"
1024.97,691.75,"22A3_wild_type"
1023.73,705.01,"22A3_wild_type"
940.32,796.71,"22A3_wild_type"
945.24,794.61,"22A3_wild_type"
980.84,759.47,"22A3_wild_type"
602.97,1153.42,"22A3_wild_type"
886.4,882.48,"22A3_wild_type"
920.9,851.29,"22A3_wild_type"
963.35,809.3,"22A3_wild_type"
936.25,841.98,"22A3_wild_type"
1040.33,743.94,"22A3_wild_type"
965.99,831.28,"22A3_wild_type"
987.24,818.74,"22A3_wild_type"
1044.69,767.17,"22A3_wild_type"
1072.58,748.3,"22A3_wild_type"
980.88,842.74,"22A3_wild_type"
1003.02,828.84,"22A3_wild_type"
817.79,1036.66,"22A3_wild_type"
979.21,898.05,"22A3_wild_type"
944.54,954.17,"22A3_wild_type"
1070.63,858.45,"22A3_wild_type"
995.98,935.05,"22A3_wild_type"
1018.28,932.59,"22A3_wild_type"
992.45,969.39,"22A3_wild_type"
1027.19,954.28,"22A3_wild_type"
1226.42,804.46,"22A3_wild_type"
1214.71,833.72,"22A3_wild_type"
980.39,1104.38,"22A3_wild_type"
990.14,1097.75,"22A3_wild_type"
870.7,1237.21,"22A3_wild_type"
1171.33,947.9,"22A3_wild_type"
1276.44,856.35,"22A3_wild_type"
1071.84,1084.42,"22A3_wild_type"
1217.6,957.71,"22A3_wild_type"
858.05,1328.3,"22A3_wild_type"
1232.72,952.99,"22A3_wild_type"
1246.43,952.78,"22A3_wild_type"
1032.65,1202.36,"22A3_wild_type"
844.1,1409.76,"22A3_wild_type"
1135.41,1113.4,"22A3_wild_type"
973.32,1351.32,"22A3_wild_type"
1233.7,1087.03,"22A3_wild_type"
1023.25,1319.04,"22A3_wild_type"
1202.13,1142.51,"22A3_wild_type"
1340.07,1027.42,"22A3_wild_type"
1105.14,1289.16,"22A3_wild_type"
1378.98,1034.06,"22A3_wild_type"
1443.47,998.07,"22A3_wild_type"
1326.63,1137.19,"22A3_wild_type"
1415.08,1065.32,"22A3_wild_type"
1429.87,1082.54,"22A3_wild_type"
1435.29,1132.44,"22A3_wild_type"
1228.23,1370.43,"22A3_wild_type"
1307.72,1348.66,"22A3_wild_type"
1392.75,1353.92,"22A3_wild_type"
1318.19,1431.1,"22A3_wild_type"
1238.58,1542.95,"22A3_wild_type"
1555.42,1233.86,"22A3_wild_type"
1714.43,1084.98,"22A3_wild_type"
1354.13,1493.13,"22A3_wild_type"
1393.48,1463.72,"22A3_wild_type"
1414.45,1544.03,"22A3_wild_type"
1431.18,1606.01,"22A3_wild_type"
1389.02,1720.42,"22A3_wild_type"
1368.07,1843.43,"22A3_wild_type"
1580.39,1826.76,"22A3_wild_type"
2082.39,1336.52,"22A3_wild_type"
1656.53,1959.89,"22A3_wild_type"
1613.85,2077.56,"22A3_wild_type"
1970.59,1858.73,"22A3_wild_type"
1833.14,2208.37,"22A3_wild_type"
2366.14,1726.41,"22A3_wild_type"
2358.84,1790.59,"22A3_wild_type"
2072.76,2416.76,"22A3_wild_type"
2540.6,2109.55,"22A3_wild_type"
2614.9,2104,"22A3_wild_type"
2491.04,2243.62,"22A3_wild_type"
2311.28,2441.71,"22A3_wild_type"
2391.27,2405.7,"22A3_wild_type"
1.97,-0.78,"22A3_wild_type"
1.35,-0.08,"22A3_wild_type"
0.35,1.78,"22A3_wild_type"
2.11,0.33,"22A3_wild_type"
4.97,0.39,"22A3_wild_type"
0.75,5.07,"22A3_wild_type"
0.18,6.67,"22A3_wild_type"
2.98,4.6,"22A3_wild_type"
6.74,0.87,"22A3_wild_type"
1.09,7.23,"22A3_wild_type"
3.65,5.14,"22A3_wild_type"
0.97,8.37,"22A3_wild_type"
0.12,9.65,"22A3_wild_type"
0.34,9.43,"22A3_wild_type"
6.11,3.85,"22A3_wild_type"
5.85,4.26,"22A3_wild_type"
9.88,0.29,"22A3_wild_type"
11.18,0.09,"22A3_wild_type"
8.69,2.96,"22A3_wild_type"
0.1,13.43,"22A3_wild_type"
2.4,11.18,"22A3_wild_type"
6.04,8.06,"22A3_wild_type"
7.61,7.23,"22A3_wild_type"
3.14,13.8,"22A3_wild_type"
0.49,16.77,"22A3_wild_type"
12.27,4.43,"22A3_wild_type"
8.76,8.44,"22A3_wild_type"
16.13,1,"22A3_wild_type"
16.92,0.2,"22A3_wild_type"
16.3,1.22,"22A3_wild_type"
11.92,5.83,"22A3_wild_type"
2.18,17.47,"22A3_wild_type"
15.05,4.04,"22A3_wild_type"
3.47,16.35,"22A3_wild_type"
19.34,-0.06,"22A3_wild_type"
8.94,11.64,"22A3_wild_type"
4.09,16.72,"22A3_wild_type"
11.49,9.25,"22A3_wild_type"
3.31,18.05,"22A3_wild_type"
18,2.71,"22A3_wild_type"
5.43,16.44,"22A3_wild_type"
7.07,14.93,"22A3_wild_type"
5.91,17.15,"22A3_wild_type"
2.99,20.69,"22A3_wild_type"
15.6,7.54,"22A3_wild_type"
1.48,22.55,"22A3_wild_type"
2.49,21.84,"22A3_wild_type"
1.16,23.51,"22A3_wild_type"
5.83,18.85,"22A3_wild_type"
6.63,18.05,"22A3_wild_type"
9.95,14.93,"22A3_wild_type"
2.24,23.5,"22A3_wild_type"
22.18,3.13,"22A3_wild_type"
7.93,18.26,"22A3_wild_type"
16.63,9.36,"22A3_wild_type"
6.99,19.54,"22A3_wild_type"
0.46,26.41,"22A3_wild_type"
5.26,21.44,"22A3_wild_type"
8.84,17.77,"22A3_wild_type"
3.5,23.82,"22A3_wild_type"
15.82,11.38,"22A3_wild_type"
14.34,14.6,"22A3_wild_type"
2.76,27.05,"22A3_wild_type"
1.16,28.9,"22A3_wild_type"
29.28,-0.53,"22A3_wild_type"
8.54,21.54,"22A3_wild_type"
2.16,28.48,"22A3_wild_type"
16.46,13.62,"22A3_wild_type"
11.69,18.83,"22A3_wild_type"
18.53,12.1,"22A3_wild_type"
14.58,17.39,"22A3_wild_type"
30.38,1.57,"22A3_wild_type"
8.14,25.15,"22A3_wild_type"
7.8,25.94,"22A3_wild_type"
22.16,11.48,"22A3_wild_type"
18.73,15.37,"22A3_wild_type"
31.88,1.81,"22A3_wild_type"
7.92,26.93,"22A3_wild_type"
28.23,6.31,"22A3_wild_type"
23.88,11.06,"22A3_wild_type"
8.64,27.29,"22A3_wild_type"
18.9,16.95,"22A3_wild_type"
10.78,25.85,"22A3_wild_type"
16.06,20.39,"22A3_wild_type"
3.27,34.73,"22A3_wild_type"
12.76,25.4,"22A3_wild_type"
30.32,7.17,"22A3_wild_type"
8.81,29.96,"22A3_wild_type"
33.18,4.54,"22A3_wild_type"
15.44,24.04,"22A3_wild_type"
17.69,21.79,"22A3_wild_type"
10.77,29.17,"22A3_wild_type"
13.05,27.1,"22A3_wild_type"
20.45,19.46,"22A3_wild_type"
10.53,30.06,"22A3_wild_type"
20.12,20.88,"22A3_wild_type"
13.24,28.14,"22A3_wild_type"
31.93,8.88,"22A3_wild_type"
17.06,24.51,"22A3_wild_type"
0.02,42.45,"22A3_wild_type"
7.64,34.64,"22A3_wild_type"
8.42,33.97,"22A3_wild_type"
6.46,36.26,"22A3_wild_type"
23.75,18.23,"22A3_wild_type"
10.87,31.84,"22A3_wild_type"
26.5,15.86,"22A3_wild_type"
11.98,32.04,"22A3_wild_type"
24.95,18.6,"22A3_wild_type"
7.54,36.99,"22A3_wild_type"
36.4,6.95,"22A3_wild_type"
30.29,13.94,"22A3_wild_type"
31.04,13.36,"22A3_wild_type"
28.5,16.03,"22A3_wild_type"
21.13,24.41,"22A3_wild_type"
23.51,22.09,"22A3_wild_type"
22.3,23.84,"22A3_wild_type"
21.96,24.3,"22A3_wild_type"
42.43,3.02,"22A3_wild_type"
39.02,6.83,"22A3_wild_type"
13,34.65,"22A3_wild_type"
32.56,14.15,"22A3_wild_type"
46.12,0.57,"22A3_wild_type"
0.12,48.81,"22A3_wild_type"
14.54,33.92,"22A3_wild_type"
31.7,16.03,"22A3_wild_type"
7.03,42.08,"22A3_wild_type"
23.86,24.5,"22A3_wild_type"
20.33,28.22,"22A3_wild_type"
15.32,33.51,"22A3_wild_type"
13.12,36.03,"22A3_wild_type"
9.78,39.88,"22A3_wild_type"
14.45,35.18,"22A3_wild_type"
32.34,18.19,"22A3_wild_type"
11.47,40.08,"22A3_wild_type"
24.43,26.89,"22A3_wild_type"
28.75,22.42,"22A3_wild_type"
17.22,34.67,"22A3_wild_type"
47.97,2.54,"22A3_wild_type"
1.41,51.7,"22A3_wild_type"
10.05,42.69,"22A3_wild_type"
2.77,50.87,"22A3_wild_type"
26.87,25.94,"22A3_wild_type"
35.39,17.84,"22A3_wild_type"
8.3,46.54,"22A3_wild_type"
41.81,11.43,"22A3_wild_type"
4.17,51.32,"22A3_wild_type"
6.19,49.26,"22A3_wild_type"
27.21,27.31,"22A3_wild_type"
25.45,29.85,"22A3_wild_type"
22.9,32.66,"22A3_wild_type"
13.35,43.52,"22A3_wild_type"
38.41,17.48,"22A3_wild_type"
55.64,0.04,"22A3_wild_type"
7.19,52.27,"22A3_wild_type"
4,55.91,"22A3_wild_type"
31.15,27.61,"22A3_wild_type"
26.74,32.9,"22A3_wild_type"
6.79,54.03,"22A3_wild_type"
2.71,58.75,"22A3_wild_type"
19.61,41.2,"22A3_wild_type"
19.79,41.16,"22A3_wild_type"
46.6,13.27,"22A3_wild_type"
48.71,12.8,"22A3_wild_type"
44.71,17.68,"22A3_wild_type"
1.62,63.58,"22A3_wild_type"
41.47,22.02,"22A3_wild_type"
52.68,10.57,"22A3_wild_type"
24.49,40.3,"22A3_wild_type"
4.98,61.28,"22A3_wild_type"
50.4,13.76,"22A3_wild_type"
37.39,27.71,"22A3_wild_type"
10.45,56.5,"22A3_wild_type"
22.18,45.06,"22A3_wild_type"
45.19,21.14,"22A3_wild_type"
17.43,51.96,"22A3_wild_type"
20.08,49.57,"22A3_wild_type"
38.48,30.28,"22A3_wild_type"
59.28,8.53,"22A3_wild_type"
12.87,58.32,"22A3_wild_type"
15.72,56.75,"22A3_wild_type"
35.55,36.08,"22A3_wild_type"
27.97,44.25,"22A3_wild_type"
14.06,58.9,"22A3_wild_type"
54.28,17.09,"22A3_wild_type"
12.06,61.62,"22A3_wild_type"
15.87,57.8,"22A3_wild_type"
42.18,31.19,"22A3_wild_type"
47.5,25.66,"22A3_wild_type"
29.81,45.86,"22A3_wild_type"
49.76,25.3,"22A3_wild_type"
58.23,16.48,"22A3_wild_type"
12.54,65.17,"22A3_wild_type"
47.17,29.38,"22A3_wild_type"
75.58,-0.25,"22A3_wild_type"
52.81,23.78,"22A3_wild_type"
35.25,42.32,"22A3_wild_type"
35.08,42.59,"22A3_wild_type"
54.98,22.39,"22A3_wild_type"
45.46,32.81,"22A3_wild_type"
45.41,34.76,"22A3_wild_type"
27.02,54.32,"22A3_wild_type"
78.71,1.47,"22A3_wild_type"
75.4,5.89,"22A3_wild_type"
34.54,48.76,"22A3_wild_type"
75.57,6.83,"22A3_wild_type"
31.74,53.22,"22A3_wild_type"
15.13,71.1,"22A3_wild_type"
71.72,11.95,"22A3_wild_type"
12.38,74.68,"22A3_wild_type"
19.65,67.36,"22A3_wild_type"
28.57,58.05,"22A3_wild_type"
64.59,20.41,"22A3_wild_type"
73,12.25,"22A3_wild_type"
23.07,64.69,"22A3_wild_type"
21.43,67.16,"22A3_wild_type"
15.57,73.54,"22A3_wild_type"
53.49,34.13,"22A3_wild_type"
64.78,23.02,"22A3_wild_type"
37.43,52.97,"22A3_wild_type"
21.18,70.58,"22A3_wild_type"
14.58,78.71,"22A3_wild_type"
38.67,53.87,"22A3_wild_type"
8.41,86.35,"22A3_wild_type"
37.12,56.46,"22A3_wild_type"
18.26,76.56,"22A3_wild_type"
80.02,12.06,"22A3_wild_type"
53.03,40.48,"22A3_wild_type"
58.78,34.72,"22A3_wild_type"
64.22,29.89,"22A3_wild_type"
17.71,80.56,"22A3_wild_type"
48.13,48.88,"22A3_wild_type"
42.56,55.41,"22A3_wild_type"
27.8,71.02,"22A3_wild_type"
24.76,74.51,"22A3_wild_type"
28.95,70.19,"22A3_wild_type"
62.83,35.96,"22A3_wild_type"
17.81,83.5,"22A3_wild_type"
94.22,3.73,"22A3_wild_type"
55.44,44.67,"22A3_wild_type"
33.71,68.27,"22A3_wild_type"
36.34,65.53,"22A3_wild_type"
18.62,84.53,"22A3_wild_type"
74.96,25.66,"22A3_wild_type"
48.2,54.41,"22A3_wild_type"
52.78,49.85,"22A3_wild_type"
46.49,56.68,"22A3_wild_type"
45.55,57.67,"22A3_wild_type"
46.65,57.53,"22A3_wild_type"
9.19,96.88,"22A3_wild_type"
30.9,75.61,"22A3_wild_type"
95.69,8.08,"22A3_wild_type"
53.66,52.32,"22A3_wild_type"
51.38,55.28,"22A3_wild_type"
64.93,41.33,"22A3_wild_type"
94.7,10.2,"22A3_wild_type"
37.63,70.5,"22A3_wild_type"
10.49,99.65,"22A3_wild_type"
20.1,89.6,"22A3_wild_type"
36.75,72.61,"22A3_wild_type"
49.01,60.09,"22A3_wild_type"
43.99,66.13,"22A3_wild_type"
35.26,75.4,"22A3_wild_type"
44.78,65.54,"22A3_wild_type"
79.18,31.42,"22A3_wild_type"
63.35,48.4,"22A3_wild_type"
17.31,96.92,"22A3_wild_type"
53.66,59.67,"22A3_wild_type"
53.49,59.98,"22A3_wild_type"
42.48,71.73,"22A3_wild_type"
27.05,90.07,"22A3_wild_type"
70.13,45.32,"22A3_wild_type"
71.93,43.86,"22A3_wild_type"
92.66,22.32,"22A3_wild_type"
52.88,64.03,"22A3_wild_type"
66.74,50.02,"22A3_wild_type"
50.95,67.06,"22A3_wild_type"
70.6,46.93,"22A3_wild_type"
14.57,106.34,"22A3_wild_type"
90.92,26.97,"22A3_wild_type"
77.32,43.7,"22A3_wild_type"
96.77,24.42,"22A3_wild_type"
12.58,113.33,"22A3_wild_type"
50.61,73.54,"22A3_wild_type"
52.83,72.02,"22A3_wild_type"
56.39,69.1,"22A3_wild_type"
105.19,18.09,"22A3_wild_type"
71.07,54.08,"22A3_wild_type"
70.94,54.44,"22A3_wild_type"
47.43,79.17,"22A3_wild_type"
63.66,62.21,"22A3_wild_type"
29.3,98.47,"22A3_wild_type"
48.47,80,"22A3_wild_type"
29.23,101.12,"22A3_wild_type"
93.59,34.08,"22A3_wild_type"
38.61,92.38,"22A3_wild_type"
59.33,70.88,"22A3_wild_type"
17.44,115,"22A3_wild_type"
55.01,75.66,"22A3_wild_type"
43.05,88.27,"22A3_wild_type"
74.81,55.28,"22A3_wild_type"
101.51,28.87,"22A3_wild_type"
58.45,74.26,"22A3_wild_type"
64.65,69.22,"22A3_wild_type"
74.45,59.15,"22A3_wild_type"
82.71,51,"22A3_wild_type"
113.64,19.39,"22A3_wild_type"
48.18,88.66,"22A3_wild_type"
85.3,50.99,"22A3_wild_type"
66.13,72.08,"22A3_wild_type"
39.09,100.46,"22A3_wild_type"
41.75,99.9,"22A3_wild_type"
116.93,21.25,"22A3_wild_type"
23.96,118.71,"22A3_wild_type"
37.94,104.41,"22A3_wild_type"
80.82,60.58,"22A3_wild_type"
71.87,70.51,"22A3_wild_type"
29.37,115.99,"22A3_wild_type"
95.03,47.82,"22A3_wild_type"
105.63,37.16,"22A3_wild_type"
104.18,39.18,"22A3_wild_type"
68.33,77.21,"22A3_wild_type"
36.41,110.77,"22A3_wild_type"
83.58,61.35,"22A3_wild_type"
63.22,83.35,"22A3_wild_type"
32.45,116.2,"22A3_wild_type"
42.77,105.86,"22A3_wild_type"
117.15,28.48,"22A3_wild_type"
87.49,59.72,"22A3_wild_type"
74.39,74.26,"22A3_wild_type"
73.94,74.76,"22A3_wild_type"
129.8,17.77,"22A3_wild_type"
36.15,116.28,"22A3_wild_type"
102.3,50.03,"22A3_wild_type"
57.11,97.89,"22A3_wild_type"
35.47,121.48,"22A3_wild_type"
37.96,120.21,"22A3_wild_type"
70.04,88.42,"22A3_wild_type"
74.07,84.68,"22A3_wild_type"
85.22,73.85,"22A3_wild_type"
65.68,94.95,"22A3_wild_type"
51.2,110.92,"22A3_wild_type"
90.73,69.55,"22A3_wild_type"
138.09,23.95,"22A3_wild_type"
92.49,71.94,"22A3_wild_type"
115.41,48.22,"22A3_wild_type"
87.87,78.79,"22A3_wild_type"
70.74,96.9,"22A3_wild_type"
25.47,145.24,"22A3_wild_type"
103.31,64.54,"22A3_wild_type"
96.78,71.62,"22A3_wild_type"
63.09,107.61,"22A3_wild_type"
143.09,24.62,"22A3_wild_type"
61.16,111.9,"22A3_wild_type"
102.98,69.29,"22A3_wild_type"
109.91,65.28,"22A3_wild_type"
106.08,69.82,"22A3_wild_type"
96.1,80.86,"22A3_wild_type"
80.37,97.42,"22A3_wild_type"
139.32,36.87,"22A3_wild_type"
87.71,90.96,"22A3_wild_type"
159.96,15.36,"22A3_wild_type"
92.44,86.66,"22A3_wild_type"
117.95,60.01,"22A3_wild_type"
78.71,103.63,"22A3_wild_type"
86.5,96.38,"22A3_wild_type"
110.47,71.64,"22A3_wild_type"
81.18,102.47,"22A3_wild_type"
157.63,22.59,"22A3_wild_type"
64.26,120.73,"22A3_wild_type"
67.39,118.54,"22A3_wild_type"
58.33,129.05,"22A3_wild_type"
67.57,120.87,"22A3_wild_type"
122.27,64.63,"22A3_wild_type"
69.3,120.91,"22A3_wild_type"
140.56,47.68,"22A3_wild_type"
48.16,144.53,"22A3_wild_type"
89.93,101.57,"22A3_wild_type"
50.52,142.93,"22A3_wild_type"
81.35,112.2,"22A3_wild_type"
97.15,95.75,"22A3_wild_type"
104.92,87.91,"22A3_wild_type"
72.84,122.03,"22A3_wild_type"
58.64,137,"22A3_wild_type"
118.3,74.69,"22A3_wild_type"
168.76,22.83,"22A3_wild_type"
85.58,110.54,"22A3_wild_type"
100.86,94.76,"22A3_wild_type"
127.61,66.76,"22A3_wild_type"
102.55,96.79,"22A3_wild_type"
125.24,73.27,"22A3_wild_type"
91.66,108.48,"22A3_wild_type"
103.36,96.84,"22A3_wild_type"
97.88,103.23,"22A3_wild_type"
69.43,133.51,"22A3_wild_type"
134.65,66.42,"22A3_wild_type"
91.48,111.9,"22A3_wild_type"
120.19,81.91,"22A3_wild_type"
68.77,137.11,"22A3_wild_type"
77.21,130.12,"22A3_wild_type"
105.27,100.9,"22A3_wild_type"
96.72,110.37,"22A3_wild_type"
72.5,136.02,"22A3_wild_type"
79,129.66,"22A3_wild_type"
89.03,119.83,"22A3_wild_type"
106,102.95,"22A3_wild_type"
108.29,100.88,"22A3_wild_type"
76.18,134.99,"22A3_wild_type"
131.42,77.18,"22A3_wild_type"
97.55,112.78,"22A3_wild_type"
58.64,153.92,"22A3_wild_type"
93.52,117.9,"22A3_wild_type"
52.7,161.36,"22A3_wild_type"
127.82,83.47,"22A3_wild_type"
82.61,131.88,"22A3_wild_type"
104.44,109.05,"22A3_wild_type"
81.93,132.79,"22A3_wild_type"
152.15,60.29,"22A3_wild_type"
106.15,109.99,"22A3_wild_type"
142.31,72.69,"22A3_wild_type"
108.4,108.8,"22A3_wild_type"
144.48,73.15,"22A3_wild_type"
117.1,103.47,"22A3_wild_type"
99.85,123.06,"22A3_wild_type"
62.44,162.47,"22A3_wild_type"
124.58,98.34,"22A3_wild_type"
105.3,119.9,"22A3_wild_type"
149.9,74.22,"22A3_wild_type"
3.97,227.21,"22A3_wild_type"
92.75,134.56,"22A3_wild_type"
88.5,139.06,"22A3_wild_type"
153.06,71.57,"22A3_wild_type"
68.49,160.66,"22A3_wild_type"
66.24,163.06,"22A3_wild_type"
110.44,117.7,"22A3_wild_type"
94.47,134.9,"22A3_wild_type"
142.54,85.84,"22A3_wild_type"
169.47,58.63,"22A3_wild_type"
114.03,117.67,"22A3_wild_type"
93.38,139.32,"22A3_wild_type"
124.26,107.33,"22A3_wild_type"
148.93,81.84,"22A3_wild_type"
162.49,68.23,"22A3_wild_type"
74.66,160.77,"22A3_wild_type"
152.64,80.01,"22A3_wild_type"
100.94,134.59,"22A3_wild_type"
60.82,178.92,"22A3_wild_type"
123.13,113.68,"22A3_wild_type"
146.34,89.77,"22A3_wild_type"
97.27,141.2,"22A3_wild_type"
193.21,41.07,"22A3_wild_type"
132.19,107.02,"22A3_wild_type"
127.87,111.93,"22A3_wild_type"
110.1,131.43,"22A3_wild_type"
133.14,107.73,"22A3_wild_type"
99.48,143.82,"22A3_wild_type"
65.33,179.7,"22A3_wild_type"
60.12,185.25,"22A3_wild_type"
142.54,99.3,"22A3_wild_type"
168.63,72.1,"22A3_wild_type"
121.05,122.2,"22A3_wild_type"
95.53,149.7,"22A3_wild_type"
106.3,138.42,"22A3_wild_type"
126.61,117.51,"22A3_wild_type"
114.97,130.03,"22A3_wild_type"
71.73,175.75,"22A3_wild_type"
91.71,158.19,"22A3_wild_type"
19.05,236.19,"22A3_wild_type"
110.5,140.76,"22A3_wild_type"
111.82,140.96,"22A3_wild_type"
113.79,139.4,"22A3_wild_type"
143.34,109.81,"22A3_wild_type"
118.62,137.11,"22A3_wild_type"
172.47,81.15,"22A3_wild_type"
167.69,86.45,"22A3_wild_type"
139.94,115.55,"22A3_wild_type"
98.92,160.37,"22A3_wild_type"
194.66,61.13,"22A3_wild_type"
98.91,162.52,"22A3_wild_type"
59.17,204.98,"22A3_wild_type"
165.33,94.1,"22A3_wild_type"
224.95,33.24,"22A3_wild_type"
171.17,89.95,"22A3_wild_type"
103.26,163.54,"22A3_wild_type"
112.05,154.35,"22A3_wild_type"
43.87,228.56,"22A3_wild_type"
167.91,99.36,"22A3_wild_type"
130.53,138.93,"22A3_wild_type"
111.59,161.26,"22A3_wild_type"
175.78,96.48,"22A3_wild_type"
119.74,155.37,"22A3_wild_type"
146.43,127.45,"22A3_wild_type"
114.82,160.71,"22A3_wild_type"
139.9,134.53,"22A3_wild_type"
102.29,174.05,"22A3_wild_type"
164.52,112.97,"22A3_wild_type"
128.92,150.99,"22A3_wild_type"
190.94,86.06,"22A3_wild_type"
187.47,91.28,"22A3_wild_type"
105.54,177.29,"22A3_wild_type"
124.61,159.43,"22A3_wild_type"
148.21,135.45,"22A3_wild_type"
98.91,187.85,"22A3_wild_type"
126.79,159.35,"22A3_wild_type"
80.42,209.28,"22A3_wild_type"
161.33,125.21,"22A3_wild_type"
188.05,97.89,"22A3_wild_type"
141.56,146.79,"22A3_wild_type"
137.3,156.86,"22A3_wild_type"
123.25,171.76,"22A3_wild_type"
150.75,143.53,"22A3_wild_type"
100.73,197.68,"22A3_wild_type"
147.82,148.91,"22A3_wild_type"
129.27,171.26,"22A3_wild_type"
175.86,122.92,"22A3_wild_type"
123.28,179.15,"22A3_wild_type"
208.96,89.93,"22A3_wild_type"
209.43,89.46,"22A3_wild_type"
138.4,164.17,"22A3_wild_type"
99.01,208.12,"22A3_wild_type"
152.41,152.48,"22A3_wild_type"
164.09,144.16,"22A3_wild_type"
49.43,265.19,"22A3_wild_type"
143.61,167.24,"22A3_wild_type"
209.17,98.78,"22A3_wild_type"
116.92,196.26,"22A3_wild_type"
168.77,143.28,"22A3_wild_type"
140.52,173.37,"22A3_wild_type"
133.32,182.22,"22A3_wild_type"
130.77,187.28,"22A3_wild_type"
88.43,231.74,"22A3_wild_type"
187.66,128.45,"22A3_wild_type"
187.58,129.34,"22A3_wild_type"
272.53,40.49,"22A3_wild_type"
143.97,175.96,"22A3_wild_type"
147.69,172.19,"22A3_wild_type"
111.04,211.46,"22A3_wild_type"
147.63,174.56,"22A3_wild_type"
220.86,97.89,"22A3_wild_type"
132.36,190.77,"22A3_wild_type"
137.49,185.55,"22A3_wild_type"
135.22,188.12,"22A3_wild_type"
178.4,142.94,"22A3_wild_type"
166.75,156.24,"22A3_wild_type"
192.82,129.22,"22A3_wild_type"
204.73,117.22,"22A3_wild_type"
136.5,189.37,"22A3_wild_type"
67.24,262.33,"22A3_wild_type"
207.65,115.56,"22A3_wild_type"
184.36,140.11,"22A3_wild_type"
125.56,202.15,"22A3_wild_type"
79.96,250.34,"22A3_wild_type"
182.25,143.75,"22A3_wild_type"
165.85,160.97,"22A3_wild_type"
161.46,165.62,"22A3_wild_type"
179.53,148,"22A3_wild_type"
189.74,137.8,"22A3_wild_type"
150.98,180.16,"22A3_wild_type"
173.83,157.12,"22A3_wild_type"
191.71,138.76,"22A3_wild_type"
136.75,197.54,"22A3_wild_type"
168.36,164.92,"22A3_wild_type"
148.16,186.29,"22A3_wild_type"
133.86,201.82,"22A3_wild_type"
131.35,204.85,"22A3_wild_type"
156.23,179.9,"22A3_wild_type"
124.28,213.8,"22A3_wild_type"
128.71,210.31,"22A3_wild_type"
254.13,79.23,"22A3_wild_type"
140.7,201.7,"22A3_wild_type"
216.91,125.2,"22A3_wild_type"
160.37,184.64,"22A3_wild_type"
117.06,231.2,"22A3_wild_type"
186.76,161.21,"22A3_wild_type"
142.26,208.48,"22A3_wild_type"
35.73,321.74,"22A3_wild_type"
155.52,197.62,"22A3_wild_type"
109.61,245.89,"22A3_wild_type"
142.96,211.49,"22A3_wild_type"
140.07,214.84,"22A3_wild_type"
144.01,212.79,"22A3_wild_type"
135.21,222.2,"22A3_wild_type"
150.25,206.65,"22A3_wild_type"
218.98,135.53,"22A3_wild_type"
120.25,239.72,"22A3_wild_type"
93.25,268.98,"22A3_wild_type"
186.36,172.15,"22A3_wild_type"
143.54,217.25,"22A3_wild_type"
249.56,106.6,"22A3_wild_type"
229.18,128.67,"22A3_wild_type"
124.33,239.56,"22A3_wild_type"
180.5,180.91,"22A3_wild_type"
208,154.97,"22A3_wild_type"
213.55,151.74,"22A3_wild_type"
228.61,136.17,"22A3_wild_type"
168.5,199.22,"22A3_wild_type"
165.44,203.69,"22A3_wild_type"
157.27,214.89,"22A3_wild_type"
151.97,221.2,"22A3_wild_type"
148.38,225.45,"22A3_wild_type"
155.04,220.51,"22A3_wild_type"
130.59,246.18,"22A3_wild_type"
186.98,187.57,"22A3_wild_type"
138.28,239.07,"22A3_wild_type"
196.14,182.45,"22A3_wild_type"
213.44,164.58,"22A3_wild_type"
250.83,126.6,"22A3_wild_type"
155.38,226.85,"22A3_wild_type"
192.64,188.54,"22A3_wild_type"
139.05,245.59,"22A3_wild_type"
179.84,204.26,"22A3_wild_type"
180.74,204.2,"22A3_wild_type"
188.01,197.43,"22A3_wild_type"
163.99,222.7,"22A3_wild_type"
198.25,188.51,"22A3_wild_type"
179.51,208.29,"22A3_wild_type"
142.52,247.55,"22A3_wild_type"
203.02,184.86,"22A3_wild_type"
121.06,270.9,"22A3_wild_type"
192.2,196.43,"22A3_wild_type"
157.36,233.42,"22A3_wild_type"
137.55,254.39,"22A3_wild_type"
134.94,257.77,"22A3_wild_type"
158.77,233.47,"22A3_wild_type"
157.78,234.67,"22A3_wild_type"
114.19,280.89,"22A3_wild_type"
167.89,224.67,"22A3_wild_type"
309.25,78.77,"22A3_wild_type"
211.97,182.67,"22A3_wild_type"
174.73,222.36,"22A3_wild_type"
205.28,193.27,"22A3_wild_type"
246.79,151.54,"22A3_wild_type"
181.57,220.55,"22A3_wild_type"
206.3,198.19,"22A3_wild_type"
