"sfGFP_Sens_molecules","mCherry_Sens_molecules","genotype"
785.07,441.66,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
187.15,10.32,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
131.01,47.5,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
169.79,698.52,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
330.9,273.93,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
399.84,743.59,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
523.31,415.36,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
257.67,27.07,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
328.8,251.98,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
138.61,66.22,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
747.18,541.87,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
48.55,163.36,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
181.59,303.76,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
14.59,15.4,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
141.58,106.67,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
242.11,84.28,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
816.76,125.41,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
326.46,407.66,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
177.45,270.72,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
120.25,74.15,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
30.6,12.17,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
7.71,103.97,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
203.78,182.69,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
30.34,18.9,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
340.58,36.24,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
157.01,75.68,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
174.02,78.13,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
46.51,16.22,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
169.83,191.42,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
141.61,48.75,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
453.7,113.18,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
649.42,7.72,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
395.46,131.55,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
158.78,21.17,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
121.5,253.66,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
25.89,37.48,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
126.47,153.6,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
8.63,152.27,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
167.98,99.02,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
130.13,273.74,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
316.09,445.9,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
88.78,85.51,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
565.29,699.21,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
330.65,195.14,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
454.12,693.19,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
243.83,368.35,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
413.43,449.79,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
365.27,460.64,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
229.13,304.59,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
725.61,1017.88,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
713.84,684.66,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
726.6,801.54,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1305.61,1592.8,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
38,104.99,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
3553.89,3030.83,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
619.45,931.97,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1651.02,1488.14,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
312.84,379.26,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1038.59,1243.05,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1980.71,1682.83,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
3319.03,2998.74,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
863.14,972.79,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
818.9,543.91,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1063.46,920.35,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
253.66,497.37,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
2016.43,1718.18,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1336.56,1178.93,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1729.58,1951.12,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
889.22,916.5,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
261.26,188.69,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1055.27,1124.71,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
443.86,80.12,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
149.69,330.78,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
326.26,496.12,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
607.85,622.25,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
27.4,109.81,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
641.12,722.19,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
248.13,243.88,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
621.4,241.24,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
332.28,292.46,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
250.34,550.12,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
250.37,444.29,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
772.49,1123.12,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
623.25,702.53,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
407.45,5.11,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
191.96,333,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
258.47,663.39,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
297.44,913.44,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
160.15,149.64,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
71.71,332.96,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
875.54,1041.47,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1126.06,1236.13,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
414.18,447.6,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
209.11,230.17,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1192.35,796.45,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
596.76,816.5,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
124.96,51.66,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
190.6,119.59,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
33.58,112.9,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
109.15,146.36,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
282.12,269.54,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
898.83,806.66,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
359.81,639.82,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
240.13,144.57,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
660.4,848.83,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
283.92,244.21,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
925.82,751.26,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1118.12,847.56,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
328.43,568.78,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1060.36,678.88,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
599.06,703.32,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
788.45,520.24,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
620.85,508.77,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
93.78,139.24,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
137.11,99.44,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
579.68,1003.81,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
952.16,492.64,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
818.53,1150.96,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
422.2,625.59,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
388.08,396.62,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
487.8,335.05,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
505.76,262.59,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
192.53,343.86,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
760.99,1036.79,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
362.85,413.81,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
775.44,561.75,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
4777.05,3477.66,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
82.73,53.03,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
100.43,200.04,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1032.84,1300.95,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
6.38,11.91,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
266.58,649.98,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
65.48,0.31,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
576.35,599.38,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
47.51,42.67,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
757.52,569.44,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
335.71,290.09,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
938.44,1165.61,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
216.9,430.14,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1900.45,2647.66,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
252.22,228.71,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1160.91,425.66,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
101.61,273.23,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1803.67,1260.65,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
902.43,1511.67,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
4382.36,5070.52,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1339.43,1039.02,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
308.2,63.49,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
523.4,323.22,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
40.24,60.58,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1529.08,1144.89,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1705.39,959.63,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
123.02,60.19,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
269.07,298.05,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
14.36,140.57,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
176.03,434.21,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1011.55,762.6,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
109.76,78.3,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
10.3,132.32,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
277.87,203.76,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
144.48,402.79,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
187.51,83.96,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
537.05,716.46,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
209.64,188.33,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
221.91,147.13,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
213.71,154.66,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
473.6,713.22,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
305.19,249.98,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
73.49,85.09,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
965.59,443.14,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
41.82,43.32,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
165.38,190.48,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
29.2,85.9,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
33.63,47.31,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1076.78,1063.28,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
132.12,97.57,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
726.33,515.62,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
466.35,91.83,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
71.53,51.79,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1348.12,673.14,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
2029.62,1073.61,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
127.06,18.28,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
144.4,92.47,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1272.98,824.37,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
286.4,121.18,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
152.44,70.92,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
80.19,112.41,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
970.65,790.73,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
345.87,366.34,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
2581.66,2249.64,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1974.15,2416.97,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
101.77,89.59,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
213.14,206.66,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1072.03,686.78,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
640.56,486.15,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
55.51,14.17,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1714.83,985.75,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
457.61,218.06,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
540.13,93.19,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
36.01,69.01,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
446.1,594.67,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
237.25,127.53,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
670.32,531.54,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
108.85,253.35,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
878.7,794.8,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
399.31,66.78,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
152.06,105.21,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
521.74,108.49,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
539.26,362.09,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
602.14,838.69,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
669.38,685.26,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
904.38,300.87,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
641.63,350.27,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
443.45,313.59,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
5.58,79.62,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
221.82,83.38,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
179.33,79.24,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
498.89,1031.07,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
464.12,682.03,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1084.23,837.15,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
320.79,194.59,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
551.6,353.01,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
446.57,172.45,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
260.34,302.9,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
230.33,152.61,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
554.08,746.04,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
110.15,53.78,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
770.91,402.52,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
286.21,241.92,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
200.76,6.93,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
229.19,160.65,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
931.12,540.6,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
21.21,1.07,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
238.51,358.01,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
116.01,135.14,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
217.34,52.82,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
166.56,8.47,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
29.82,193.67,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
301.93,416.43,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
22.59,94.97,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
255.58,75.36,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
142.92,16.4,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
107.78,26.17,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
277.79,132.68,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
137.08,53.37,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
123.93,198.9,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
391.57,35.25,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
210.66,79.88,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
392.89,143.67,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
76.88,87.9,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
22.06,73.5,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
4.37,123.4,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
192.7,29.89,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
179.47,20.85,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
93.42,107.11,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
315.18,320.55,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
175.89,12.89,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
3.81,106.53,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
5,79.91,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
398.08,533.43,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
399.11,424.92,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
465.28,361.95,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
177.21,151.83,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
947.66,1282.72,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
37.5,13.25,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
244.87,249.3,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
568.97,688.63,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
783.86,726.77,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
67.47,129.77,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
2265.06,1881.39,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
623.28,520.56,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1826.98,1714.2,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
631.2,526.6,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
2424.32,1847.37,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
982.96,856.7,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
266.03,359.5,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
41.79,36.28,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
83.67,105.86,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
372.84,458.08,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
960.62,911.37,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
277.38,85,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
2035.73,2265.02,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
953.13,1047.24,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
248.39,205.09,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1101.01,883.11,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
331.95,516.57,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1789.63,1769.29,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
39.4,104.48,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
205.16,260.12,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
831.89,803.42,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
286.97,544.05,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
852.92,543.86,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
283.36,30.6,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
20.39,134.26,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
276.96,251.39,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
664.27,170.27,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
248.04,531.56,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
24.95,98.18,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
517.19,320.14,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
258.11,228.27,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
679.48,439.19,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
742.66,606.97,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
73.39,8.66,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
57.92,42.95,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
153.75,359.27,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
165.61,148.08,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
591.22,829.62,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
257.22,280.6,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
276.76,120.33,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
229.5,117.93,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
54.79,19.17,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
491.38,633.84,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1213.8,1032.41,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
326.21,273.18,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
291.22,280.54,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
247.67,418.58,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
674.47,915.63,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
53.38,24.29,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
136.77,267.06,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
348.93,213.38,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
237.92,417.78,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
244.68,98.65,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
250.54,86.9,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
476.99,840.87,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
258.4,223.49,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
776.94,484.11,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
670.45,978.68,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
142.55,56.35,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1867.01,2482.5,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
819.21,463.37,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
419.64,584.37,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
631.03,790.45,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
460.55,546.33,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
85.32,75.46,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
726.79,540.88,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
276.17,349.29,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
64.5,33.45,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
568.7,635.27,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
359.81,473.67,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
477.76,257.8,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
5106.45,3807.71,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
970.54,618.28,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1158.29,1397.72,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1717.86,1659.74,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
812.97,581.82,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
484,361.19,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
607.54,1170.02,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
410.49,255.77,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
2527.18,2747.27,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
3452.61,4494.26,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
2499.18,3133.65,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
205.49,196.6,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1097.47,320.72,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
2506.92,3391.4,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
982.62,1372.33,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
359.8,331.93,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1350.94,1130.31,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
342.21,267.19,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1155.98,1574.19,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
117.21,143.49,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
413.55,664.75,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
1526.44,1565.9,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
93.68,180.5,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
226.71,403.13,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
118.4,158.83,"sfGFP_Sens_mutant/ mCherry_Sens_mutant"
