"sfGFP_Sens_molecules","mCherry_Sens_molecules","genotype"
8.03,28.52,"Tandem sfGFP-mCherry-Sens"
84.8,57.96,"Tandem sfGFP-mCherry-Sens"
56.13,51.14,"Tandem sfGFP-mCherry-Sens"
316.95,258.69,"Tandem sfGFP-mCherry-Sens"
25.66,20.84,"Tandem sfGFP-mCherry-Sens"
30.31,45.89,"Tandem sfGFP-mCherry-Sens"
71.23,217.52,"Tandem sfGFP-mCherry-Sens"
1077.16,991.55,"Tandem sfGFP-mCherry-Sens"
33.35,32.44,"Tandem sfGFP-mCherry-Sens"
10.07,26.93,"Tandem sfGFP-mCherry-Sens"
0.53,21.36,"Tandem sfGFP-mCherry-Sens"
81.61,122.84,"Tandem sfGFP-mCherry-Sens"
23.18,19.71,"Tandem sfGFP-mCherry-Sens"
54.4,46.71,"Tandem sfGFP-mCherry-Sens"
18.89,33.23,"Tandem sfGFP-mCherry-Sens"
49.26,76.71,"Tandem sfGFP-mCherry-Sens"
21.08,38.72,"Tandem sfGFP-mCherry-Sens"
24.53,38.79,"Tandem sfGFP-mCherry-Sens"
7.06,68.59,"Tandem sfGFP-mCherry-Sens"
32.89,16.02,"Tandem sfGFP-mCherry-Sens"
21.23,20.96,"Tandem sfGFP-mCherry-Sens"
329.59,298.24,"Tandem sfGFP-mCherry-Sens"
184.58,323.66,"Tandem sfGFP-mCherry-Sens"
262.74,221.86,"Tandem sfGFP-mCherry-Sens"
27.23,22.34,"Tandem sfGFP-mCherry-Sens"
25.15,66.13,"Tandem sfGFP-mCherry-Sens"
51.02,18.63,"Tandem sfGFP-mCherry-Sens"
188.49,201.92,"Tandem sfGFP-mCherry-Sens"
361.69,363.93,"Tandem sfGFP-mCherry-Sens"
39.26,64.57,"Tandem sfGFP-mCherry-Sens"
433.63,343.03,"Tandem sfGFP-mCherry-Sens"
38.59,25.1,"Tandem sfGFP-mCherry-Sens"
47.62,55.6,"Tandem sfGFP-mCherry-Sens"
333.23,254.54,"Tandem sfGFP-mCherry-Sens"
18.24,37.53,"Tandem sfGFP-mCherry-Sens"
15.96,70.55,"Tandem sfGFP-mCherry-Sens"
246.99,244.04,"Tandem sfGFP-mCherry-Sens"
10.96,18.05,"Tandem sfGFP-mCherry-Sens"
69.2,129.61,"Tandem sfGFP-mCherry-Sens"
566.03,478.63,"Tandem sfGFP-mCherry-Sens"
30.09,30.22,"Tandem sfGFP-mCherry-Sens"
511.16,487.13,"Tandem sfGFP-mCherry-Sens"
139.94,175.96,"Tandem sfGFP-mCherry-Sens"
210.42,232.89,"Tandem sfGFP-mCherry-Sens"
187.5,249.08,"Tandem sfGFP-mCherry-Sens"
126.72,56.83,"Tandem sfGFP-mCherry-Sens"
11.72,24.68,"Tandem sfGFP-mCherry-Sens"
63,69.54,"Tandem sfGFP-mCherry-Sens"
518.27,551.15,"Tandem sfGFP-mCherry-Sens"
348.74,244.42,"Tandem sfGFP-mCherry-Sens"
102.75,64.06,"Tandem sfGFP-mCherry-Sens"
487.7,482.42,"Tandem sfGFP-mCherry-Sens"
87.59,49.97,"Tandem sfGFP-mCherry-Sens"
106.52,38.46,"Tandem sfGFP-mCherry-Sens"
30.42,81.43,"Tandem sfGFP-mCherry-Sens"
13.31,30.44,"Tandem sfGFP-mCherry-Sens"
410.73,503.83,"Tandem sfGFP-mCherry-Sens"
14.16,27.74,"Tandem sfGFP-mCherry-Sens"
63.07,121.17,"Tandem sfGFP-mCherry-Sens"
77.84,61.64,"Tandem sfGFP-mCherry-Sens"
289.62,278.49,"Tandem sfGFP-mCherry-Sens"
0.51,29.5,"Tandem sfGFP-mCherry-Sens"
114,216.94,"Tandem sfGFP-mCherry-Sens"
458.3,451.39,"Tandem sfGFP-mCherry-Sens"
834.86,833.12,"Tandem sfGFP-mCherry-Sens"
86.49,95.89,"Tandem sfGFP-mCherry-Sens"
68.06,139.9,"Tandem sfGFP-mCherry-Sens"
119.03,94.3,"Tandem sfGFP-mCherry-Sens"
39.18,37.22,"Tandem sfGFP-mCherry-Sens"
62.06,53.56,"Tandem sfGFP-mCherry-Sens"
42.22,38.28,"Tandem sfGFP-mCherry-Sens"
20.27,48.7,"Tandem sfGFP-mCherry-Sens"
28.51,29.04,"Tandem sfGFP-mCherry-Sens"
157.06,169.41,"Tandem sfGFP-mCherry-Sens"
909.31,802.71,"Tandem sfGFP-mCherry-Sens"
11.63,73.61,"Tandem sfGFP-mCherry-Sens"
50.5,123.27,"Tandem sfGFP-mCherry-Sens"
8.15,17.48,"Tandem sfGFP-mCherry-Sens"
39.63,91.03,"Tandem sfGFP-mCherry-Sens"
33.54,30.89,"Tandem sfGFP-mCherry-Sens"
86.1,54.83,"Tandem sfGFP-mCherry-Sens"
19.58,24.89,"Tandem sfGFP-mCherry-Sens"
6.04,22.79,"Tandem sfGFP-mCherry-Sens"
502.15,547.47,"Tandem sfGFP-mCherry-Sens"
19.1,34.15,"Tandem sfGFP-mCherry-Sens"
338.89,408.48,"Tandem sfGFP-mCherry-Sens"
16.08,34.99,"Tandem sfGFP-mCherry-Sens"
9.48,19.32,"Tandem sfGFP-mCherry-Sens"
26.15,166.52,"Tandem sfGFP-mCherry-Sens"
160.73,252.19,"Tandem sfGFP-mCherry-Sens"
42.72,15.72,"Tandem sfGFP-mCherry-Sens"
145.76,215,"Tandem sfGFP-mCherry-Sens"
455.66,475.12,"Tandem sfGFP-mCherry-Sens"
152.34,125.46,"Tandem sfGFP-mCherry-Sens"
36.51,51.03,"Tandem sfGFP-mCherry-Sens"
35.18,31.47,"Tandem sfGFP-mCherry-Sens"
47.12,63.73,"Tandem sfGFP-mCherry-Sens"
108.32,119.3,"Tandem sfGFP-mCherry-Sens"
100.78,81.34,"Tandem sfGFP-mCherry-Sens"
426.11,227.25,"Tandem sfGFP-mCherry-Sens"
70.55,34.63,"Tandem sfGFP-mCherry-Sens"
193.81,127.81,"Tandem sfGFP-mCherry-Sens"
6.85,28.19,"Tandem sfGFP-mCherry-Sens"
284.71,214.49,"Tandem sfGFP-mCherry-Sens"
29.83,24.84,"Tandem sfGFP-mCherry-Sens"
208.51,128.97,"Tandem sfGFP-mCherry-Sens"
273.04,177.75,"Tandem sfGFP-mCherry-Sens"
167.27,120.08,"Tandem sfGFP-mCherry-Sens"
357.11,284.27,"Tandem sfGFP-mCherry-Sens"
108.96,89.76,"Tandem sfGFP-mCherry-Sens"
269.15,198.73,"Tandem sfGFP-mCherry-Sens"
70.07,85.85,"Tandem sfGFP-mCherry-Sens"
94.1,51.71,"Tandem sfGFP-mCherry-Sens"
69.64,37.82,"Tandem sfGFP-mCherry-Sens"
349.54,183.87,"Tandem sfGFP-mCherry-Sens"
88.44,167.5,"Tandem sfGFP-mCherry-Sens"
232.13,188.18,"Tandem sfGFP-mCherry-Sens"
47.25,59.19,"Tandem sfGFP-mCherry-Sens"
55.63,67.78,"Tandem sfGFP-mCherry-Sens"
176.4,229.46,"Tandem sfGFP-mCherry-Sens"
267.57,288.24,"Tandem sfGFP-mCherry-Sens"
207.89,123.49,"Tandem sfGFP-mCherry-Sens"
77.04,60.71,"Tandem sfGFP-mCherry-Sens"
21.85,48.13,"Tandem sfGFP-mCherry-Sens"
261.78,268.43,"Tandem sfGFP-mCherry-Sens"
6.88,31.57,"Tandem sfGFP-mCherry-Sens"
12.87,45.14,"Tandem sfGFP-mCherry-Sens"
43.02,42.49,"Tandem sfGFP-mCherry-Sens"
45.43,77.81,"Tandem sfGFP-mCherry-Sens"
149.15,144.77,"Tandem sfGFP-mCherry-Sens"
37.67,25.21,"Tandem sfGFP-mCherry-Sens"
34.34,37.77,"Tandem sfGFP-mCherry-Sens"
20.79,26.89,"Tandem sfGFP-mCherry-Sens"
1030.8,844.23,"Tandem sfGFP-mCherry-Sens"
160.92,134.28,"Tandem sfGFP-mCherry-Sens"
864.48,733.74,"Tandem sfGFP-mCherry-Sens"
113.55,153.15,"Tandem sfGFP-mCherry-Sens"
13.96,17.03,"Tandem sfGFP-mCherry-Sens"
24.55,25.97,"Tandem sfGFP-mCherry-Sens"
157.93,252.33,"Tandem sfGFP-mCherry-Sens"
39.32,20.63,"Tandem sfGFP-mCherry-Sens"
54.99,106.53,"Tandem sfGFP-mCherry-Sens"
47.43,58.52,"Tandem sfGFP-mCherry-Sens"
197.52,239.9,"Tandem sfGFP-mCherry-Sens"
149.54,177.7,"Tandem sfGFP-mCherry-Sens"
50.82,90.88,"Tandem sfGFP-mCherry-Sens"
230.68,357.59,"Tandem sfGFP-mCherry-Sens"
457.93,338.44,"Tandem sfGFP-mCherry-Sens"
38.79,39.94,"Tandem sfGFP-mCherry-Sens"
416.29,357.26,"Tandem sfGFP-mCherry-Sens"
31.04,109.93,"Tandem sfGFP-mCherry-Sens"
20.88,48.89,"Tandem sfGFP-mCherry-Sens"
280.77,241.57,"Tandem sfGFP-mCherry-Sens"
108,152.34,"Tandem sfGFP-mCherry-Sens"
33.59,30.57,"Tandem sfGFP-mCherry-Sens"
194.8,194.87,"Tandem sfGFP-mCherry-Sens"
599.68,464.7,"Tandem sfGFP-mCherry-Sens"
328.79,287.8,"Tandem sfGFP-mCherry-Sens"
192.57,218.1,"Tandem sfGFP-mCherry-Sens"
14.94,38.96,"Tandem sfGFP-mCherry-Sens"
196.26,227.87,"Tandem sfGFP-mCherry-Sens"
135.69,62.02,"Tandem sfGFP-mCherry-Sens"
81.44,72.25,"Tandem sfGFP-mCherry-Sens"
448.55,466.82,"Tandem sfGFP-mCherry-Sens"
40.34,52.58,"Tandem sfGFP-mCherry-Sens"
452.29,406.92,"Tandem sfGFP-mCherry-Sens"
71.81,21.69,"Tandem sfGFP-mCherry-Sens"
39.93,72.64,"Tandem sfGFP-mCherry-Sens"
74.43,143.22,"Tandem sfGFP-mCherry-Sens"
6.29,57.61,"Tandem sfGFP-mCherry-Sens"
32.26,43.33,"Tandem sfGFP-mCherry-Sens"
34.66,26.97,"Tandem sfGFP-mCherry-Sens"
8.26,21.28,"Tandem sfGFP-mCherry-Sens"
495.49,406.74,"Tandem sfGFP-mCherry-Sens"
100.24,100.77,"Tandem sfGFP-mCherry-Sens"
36.7,19.23,"Tandem sfGFP-mCherry-Sens"
54.84,62.11,"Tandem sfGFP-mCherry-Sens"
282.99,185.65,"Tandem sfGFP-mCherry-Sens"
68.93,61.51,"Tandem sfGFP-mCherry-Sens"
11.69,49.66,"Tandem sfGFP-mCherry-Sens"
229.7,285.76,"Tandem sfGFP-mCherry-Sens"
466.2,391.62,"Tandem sfGFP-mCherry-Sens"
836.17,797.62,"Tandem sfGFP-mCherry-Sens"
30.7,23.41,"Tandem sfGFP-mCherry-Sens"
10.8,50.03,"Tandem sfGFP-mCherry-Sens"
89.7,79.58,"Tandem sfGFP-mCherry-Sens"
42.37,51.2,"Tandem sfGFP-mCherry-Sens"
89.66,84.86,"Tandem sfGFP-mCherry-Sens"
62.79,37.66,"Tandem sfGFP-mCherry-Sens"
177.92,119.67,"Tandem sfGFP-mCherry-Sens"
7.63,21.37,"Tandem sfGFP-mCherry-Sens"
835.63,697.75,"Tandem sfGFP-mCherry-Sens"
497.67,427.8,"Tandem sfGFP-mCherry-Sens"
43.13,57.28,"Tandem sfGFP-mCherry-Sens"
529.91,401.72,"Tandem sfGFP-mCherry-Sens"
60.66,105.95,"Tandem sfGFP-mCherry-Sens"
63.7,57.69,"Tandem sfGFP-mCherry-Sens"
15.84,70.6,"Tandem sfGFP-mCherry-Sens"
112.05,109.97,"Tandem sfGFP-mCherry-Sens"
70.74,105.58,"Tandem sfGFP-mCherry-Sens"
21.94,52.15,"Tandem sfGFP-mCherry-Sens"
510.12,468.73,"Tandem sfGFP-mCherry-Sens"
544.12,331.86,"Tandem sfGFP-mCherry-Sens"
45.26,51.56,"Tandem sfGFP-mCherry-Sens"
312.42,242.49,"Tandem sfGFP-mCherry-Sens"
69.31,116.88,"Tandem sfGFP-mCherry-Sens"
247.53,233.72,"Tandem sfGFP-mCherry-Sens"
591.11,447.67,"Tandem sfGFP-mCherry-Sens"
125.65,116.91,"Tandem sfGFP-mCherry-Sens"
47.66,28.49,"Tandem sfGFP-mCherry-Sens"
94.36,116.39,"Tandem sfGFP-mCherry-Sens"
125.41,98.45,"Tandem sfGFP-mCherry-Sens"
468.77,173.07,"Tandem sfGFP-mCherry-Sens"
0.5,29.16,"Tandem sfGFP-mCherry-Sens"
199.95,126.27,"Tandem sfGFP-mCherry-Sens"
13.84,43.33,"Tandem sfGFP-mCherry-Sens"
238.02,98.66,"Tandem sfGFP-mCherry-Sens"
481.41,165.25,"Tandem sfGFP-mCherry-Sens"
170.46,116.15,"Tandem sfGFP-mCherry-Sens"
122.29,121.01,"Tandem sfGFP-mCherry-Sens"
168.62,132.42,"Tandem sfGFP-mCherry-Sens"
73.67,20.72,"Tandem sfGFP-mCherry-Sens"
25.09,92.29,"Tandem sfGFP-mCherry-Sens"
38.43,49.59,"Tandem sfGFP-mCherry-Sens"
101.73,103.52,"Tandem sfGFP-mCherry-Sens"
176.94,82.39,"Tandem sfGFP-mCherry-Sens"
28.53,23.34,"Tandem sfGFP-mCherry-Sens"
17.04,84.54,"Tandem sfGFP-mCherry-Sens"
366.38,345.03,"Tandem sfGFP-mCherry-Sens"
228.25,167.36,"Tandem sfGFP-mCherry-Sens"
183.15,172.08,"Tandem sfGFP-mCherry-Sens"
328.12,236.05,"Tandem sfGFP-mCherry-Sens"
153.88,183.01,"Tandem sfGFP-mCherry-Sens"
46.34,72.67,"Tandem sfGFP-mCherry-Sens"
212.16,211.41,"Tandem sfGFP-mCherry-Sens"
63.3,57.48,"Tandem sfGFP-mCherry-Sens"
30.54,38.47,"Tandem sfGFP-mCherry-Sens"
62.98,75.56,"Tandem sfGFP-mCherry-Sens"
235.48,200.49,"Tandem sfGFP-mCherry-Sens"
91.8,82.04,"Tandem sfGFP-mCherry-Sens"
13.44,36.46,"Tandem sfGFP-mCherry-Sens"
418.75,365.46,"Tandem sfGFP-mCherry-Sens"
2.27,75.12,"Tandem sfGFP-mCherry-Sens"
92.19,52.75,"Tandem sfGFP-mCherry-Sens"
381.14,351.64,"Tandem sfGFP-mCherry-Sens"
78.29,25.63,"Tandem sfGFP-mCherry-Sens"
36.15,46.39,"Tandem sfGFP-mCherry-Sens"
41.44,60.61,"Tandem sfGFP-mCherry-Sens"
184.41,165.07,"Tandem sfGFP-mCherry-Sens"
2.45,37.22,"Tandem sfGFP-mCherry-Sens"
462.77,421.05,"Tandem sfGFP-mCherry-Sens"
43.16,96.95,"Tandem sfGFP-mCherry-Sens"
116.91,146.13,"Tandem sfGFP-mCherry-Sens"
679.58,607.2,"Tandem sfGFP-mCherry-Sens"
36.38,40.15,"Tandem sfGFP-mCherry-Sens"
14.57,92.26,"Tandem sfGFP-mCherry-Sens"
5.59,21.83,"Tandem sfGFP-mCherry-Sens"
106.78,48.48,"Tandem sfGFP-mCherry-Sens"
124.66,144.99,"Tandem sfGFP-mCherry-Sens"
46.27,25.28,"Tandem sfGFP-mCherry-Sens"
172.35,263.08,"Tandem sfGFP-mCherry-Sens"
55.86,22.84,"Tandem sfGFP-mCherry-Sens"
20.11,36.46,"Tandem sfGFP-mCherry-Sens"
432.94,335.18,"Tandem sfGFP-mCherry-Sens"
11.29,23.16,"Tandem sfGFP-mCherry-Sens"
39.65,48.07,"Tandem sfGFP-mCherry-Sens"
175.85,177.99,"Tandem sfGFP-mCherry-Sens"
342.17,233.33,"Tandem sfGFP-mCherry-Sens"
144.13,118.8,"Tandem sfGFP-mCherry-Sens"
163.13,92.54,"Tandem sfGFP-mCherry-Sens"
52.88,51.21,"Tandem sfGFP-mCherry-Sens"
16.82,29.98,"Tandem sfGFP-mCherry-Sens"
56.92,19.11,"Tandem sfGFP-mCherry-Sens"
46.63,78.58,"Tandem sfGFP-mCherry-Sens"
43.38,86.79,"Tandem sfGFP-mCherry-Sens"
503.93,432.9,"Tandem sfGFP-mCherry-Sens"
114.62,63.62,"Tandem sfGFP-mCherry-Sens"
74.18,91.06,"Tandem sfGFP-mCherry-Sens"
18.29,81.49,"Tandem sfGFP-mCherry-Sens"
36.71,38.39,"Tandem sfGFP-mCherry-Sens"
297.01,270.47,"Tandem sfGFP-mCherry-Sens"
509.07,410.35,"Tandem sfGFP-mCherry-Sens"
40.59,27.38,"Tandem sfGFP-mCherry-Sens"
649.59,330.39,"Tandem sfGFP-mCherry-Sens"
120.85,40.7,"Tandem sfGFP-mCherry-Sens"
199.16,207.83,"Tandem sfGFP-mCherry-Sens"
596.74,416.18,"Tandem sfGFP-mCherry-Sens"
216.47,161.29,"Tandem sfGFP-mCherry-Sens"
82.15,80.78,"Tandem sfGFP-mCherry-Sens"
482.56,382.91,"Tandem sfGFP-mCherry-Sens"
59.44,39.24,"Tandem sfGFP-mCherry-Sens"
94.14,100.14,"Tandem sfGFP-mCherry-Sens"
166.11,118.69,"Tandem sfGFP-mCherry-Sens"
9.72,26.82,"Tandem sfGFP-mCherry-Sens"
52.7,53.67,"Tandem sfGFP-mCherry-Sens"
188.12,116.76,"Tandem sfGFP-mCherry-Sens"
11.74,19.24,"Tandem sfGFP-mCherry-Sens"
178.05,176.13,"Tandem sfGFP-mCherry-Sens"
15.96,31.53,"Tandem sfGFP-mCherry-Sens"
10.63,46.87,"Tandem sfGFP-mCherry-Sens"
39.04,59.03,"Tandem sfGFP-mCherry-Sens"
0.43,33.53,"Tandem sfGFP-mCherry-Sens"
230.74,215.63,"Tandem sfGFP-mCherry-Sens"
525.63,459.94,"Tandem sfGFP-mCherry-Sens"
145.36,157.39,"Tandem sfGFP-mCherry-Sens"
138.48,122.36,"Tandem sfGFP-mCherry-Sens"
49.5,47.26,"Tandem sfGFP-mCherry-Sens"
14.6,19.02,"Tandem sfGFP-mCherry-Sens"
346.01,390.37,"Tandem sfGFP-mCherry-Sens"
122.48,82.59,"Tandem sfGFP-mCherry-Sens"
65.67,88.63,"Tandem sfGFP-mCherry-Sens"
52.9,24.36,"Tandem sfGFP-mCherry-Sens"
103.61,19.55,"Tandem sfGFP-mCherry-Sens"
15.22,31.78,"Tandem sfGFP-mCherry-Sens"
111.96,61.3,"Tandem sfGFP-mCherry-Sens"
169.09,105.71,"Tandem sfGFP-mCherry-Sens"
8.43,59.25,"Tandem sfGFP-mCherry-Sens"
27.45,82.67,"Tandem sfGFP-mCherry-Sens"
34.92,84.25,"Tandem sfGFP-mCherry-Sens"
531.74,415.02,"Tandem sfGFP-mCherry-Sens"
33.42,17.8,"Tandem sfGFP-mCherry-Sens"
29.9,63.08,"Tandem sfGFP-mCherry-Sens"
64.03,40.43,"Tandem sfGFP-mCherry-Sens"
283.44,236.22,"Tandem sfGFP-mCherry-Sens"
245.23,203.98,"Tandem sfGFP-mCherry-Sens"
3.36,44.24,"Tandem sfGFP-mCherry-Sens"
20.76,52.67,"Tandem sfGFP-mCherry-Sens"
599.56,424.34,"Tandem sfGFP-mCherry-Sens"
1.73,21.71,"Tandem sfGFP-mCherry-Sens"
149.52,201.08,"Tandem sfGFP-mCherry-Sens"
131.64,112.56,"Tandem sfGFP-mCherry-Sens"
51.24,121.71,"Tandem sfGFP-mCherry-Sens"
284.22,227.96,"Tandem sfGFP-mCherry-Sens"
675.47,429.57,"Tandem sfGFP-mCherry-Sens"
13.43,58.62,"Tandem sfGFP-mCherry-Sens"
158.75,125.8,"Tandem sfGFP-mCherry-Sens"
1.57,17.86,"Tandem sfGFP-mCherry-Sens"
12.61,18.26,"Tandem sfGFP-mCherry-Sens"
104.47,60.46,"Tandem sfGFP-mCherry-Sens"
324.07,109.64,"Tandem sfGFP-mCherry-Sens"
70.28,75.75,"Tandem sfGFP-mCherry-Sens"
140.81,106.69,"Tandem sfGFP-mCherry-Sens"
75.71,104.04,"Tandem sfGFP-mCherry-Sens"
257.36,171.69,"Tandem sfGFP-mCherry-Sens"
276.93,116.86,"Tandem sfGFP-mCherry-Sens"
61.59,40.66,"Tandem sfGFP-mCherry-Sens"
21.19,20.27,"Tandem sfGFP-mCherry-Sens"
289.04,108.51,"Tandem sfGFP-mCherry-Sens"
127.36,79.73,"Tandem sfGFP-mCherry-Sens"
37.36,52.42,"Tandem sfGFP-mCherry-Sens"
78.18,48.17,"Tandem sfGFP-mCherry-Sens"
25.53,17.33,"Tandem sfGFP-mCherry-Sens"
69.36,83.8,"Tandem sfGFP-mCherry-Sens"
49.14,58.01,"Tandem sfGFP-mCherry-Sens"
121.93,64.9,"Tandem sfGFP-mCherry-Sens"
37.48,28.44,"Tandem sfGFP-mCherry-Sens"
82.74,107.57,"Tandem sfGFP-mCherry-Sens"
216.57,161.13,"Tandem sfGFP-mCherry-Sens"
137.27,95.23,"Tandem sfGFP-mCherry-Sens"
503.06,336.54,"Tandem sfGFP-mCherry-Sens"
237.96,250.44,"Tandem sfGFP-mCherry-Sens"
165.92,109.12,"Tandem sfGFP-mCherry-Sens"
69.59,61.73,"Tandem sfGFP-mCherry-Sens"
247.49,158.87,"Tandem sfGFP-mCherry-Sens"
232.79,185.29,"Tandem sfGFP-mCherry-Sens"
91.29,100.54,"Tandem sfGFP-mCherry-Sens"
493.67,349.06,"Tandem sfGFP-mCherry-Sens"
20.47,65.27,"Tandem sfGFP-mCherry-Sens"
27.62,38.25,"Tandem sfGFP-mCherry-Sens"
17.45,30.32,"Tandem sfGFP-mCherry-Sens"
348.16,273.19,"Tandem sfGFP-mCherry-Sens"
50.89,55.3,"Tandem sfGFP-mCherry-Sens"
240.23,183.38,"Tandem sfGFP-mCherry-Sens"
95.73,58.62,"Tandem sfGFP-mCherry-Sens"
65.61,83.87,"Tandem sfGFP-mCherry-Sens"
391.9,346.26,"Tandem sfGFP-mCherry-Sens"
2.05,22.59,"Tandem sfGFP-mCherry-Sens"
153.12,175.54,"Tandem sfGFP-mCherry-Sens"
116.87,101.39,"Tandem sfGFP-mCherry-Sens"
432.95,321.92,"Tandem sfGFP-mCherry-Sens"
178.43,97.25,"Tandem sfGFP-mCherry-Sens"
6.44,45.83,"Tandem sfGFP-mCherry-Sens"
111.71,111.83,"Tandem sfGFP-mCherry-Sens"
334.96,273.36,"Tandem sfGFP-mCherry-Sens"
93.41,55.45,"Tandem sfGFP-mCherry-Sens"
269.45,324.33,"Tandem sfGFP-mCherry-Sens"
13.14,26.52,"Tandem sfGFP-mCherry-Sens"
84.76,23.83,"Tandem sfGFP-mCherry-Sens"
20.36,28.89,"Tandem sfGFP-mCherry-Sens"
444.04,304.59,"Tandem sfGFP-mCherry-Sens"
196.85,112.47,"Tandem sfGFP-mCherry-Sens"
35.91,30.36,"Tandem sfGFP-mCherry-Sens"
92.31,52.18,"Tandem sfGFP-mCherry-Sens"
208.26,153.71,"Tandem sfGFP-mCherry-Sens"
0.86,52.72,"Tandem sfGFP-mCherry-Sens"
52.33,89.77,"Tandem sfGFP-mCherry-Sens"
38.91,68.01,"Tandem sfGFP-mCherry-Sens"
114.23,87.02,"Tandem sfGFP-mCherry-Sens"
512.44,374.99,"Tandem sfGFP-mCherry-Sens"
149.34,134.42,"Tandem sfGFP-mCherry-Sens"
558.13,366.79,"Tandem sfGFP-mCherry-Sens"
76.84,126.04,"Tandem sfGFP-mCherry-Sens"
17.59,28.88,"Tandem sfGFP-mCherry-Sens"
123.59,64.03,"Tandem sfGFP-mCherry-Sens"
64.1,64.97,"Tandem sfGFP-mCherry-Sens"
489.19,362.65,"Tandem sfGFP-mCherry-Sens"
90.12,38.1,"Tandem sfGFP-mCherry-Sens"
74.32,33.57,"Tandem sfGFP-mCherry-Sens"
139.9,98.45,"Tandem sfGFP-mCherry-Sens"
75.44,17.1,"Tandem sfGFP-mCherry-Sens"
52.78,54.72,"Tandem sfGFP-mCherry-Sens"
387.3,296.47,"Tandem sfGFP-mCherry-Sens"
8.53,51.07,"Tandem sfGFP-mCherry-Sens"
29.77,43.85,"Tandem sfGFP-mCherry-Sens"
256.7,163.56,"Tandem sfGFP-mCherry-Sens"
645.16,469.62,"Tandem sfGFP-mCherry-Sens"
554.89,432.12,"Tandem sfGFP-mCherry-Sens"
187.02,191.66,"Tandem sfGFP-mCherry-Sens"
8.68,59.47,"Tandem sfGFP-mCherry-Sens"
29.46,18.95,"Tandem sfGFP-mCherry-Sens"
245.48,149.04,"Tandem sfGFP-mCherry-Sens"
2.24,24.36,"Tandem sfGFP-mCherry-Sens"
56.29,26.25,"Tandem sfGFP-mCherry-Sens"
0.6,31.98,"Tandem sfGFP-mCherry-Sens"
40.34,60.1,"Tandem sfGFP-mCherry-Sens"
364.35,369.05,"Tandem sfGFP-mCherry-Sens"
52.01,64.65,"Tandem sfGFP-mCherry-Sens"
40.71,32.26,"Tandem sfGFP-mCherry-Sens"
84.43,37.66,"Tandem sfGFP-mCherry-Sens"
52.62,98.55,"Tandem sfGFP-mCherry-Sens"
62.91,64.48,"Tandem sfGFP-mCherry-Sens"
123.38,81.52,"Tandem sfGFP-mCherry-Sens"
391.88,288.47,"Tandem sfGFP-mCherry-Sens"
7.39,46.5,"Tandem sfGFP-mCherry-Sens"
113.48,149.56,"Tandem sfGFP-mCherry-Sens"
568.37,344.01,"Tandem sfGFP-mCherry-Sens"
197.23,209.67,"Tandem sfGFP-mCherry-Sens"
87.27,33.74,"Tandem sfGFP-mCherry-Sens"
35.4,27.62,"Tandem sfGFP-mCherry-Sens"
532.67,394.08,"Tandem sfGFP-mCherry-Sens"
125.2,95.98,"Tandem sfGFP-mCherry-Sens"
327.1,231.4,"Tandem sfGFP-mCherry-Sens"
11.13,18.6,"Tandem sfGFP-mCherry-Sens"
97.96,130.44,"Tandem sfGFP-mCherry-Sens"
282.35,188.05,"Tandem sfGFP-mCherry-Sens"
532.49,396.83,"Tandem sfGFP-mCherry-Sens"
566.1,368.32,"Tandem sfGFP-mCherry-Sens"
332.27,197.37,"Tandem sfGFP-mCherry-Sens"
0.98,25.5,"Tandem sfGFP-mCherry-Sens"
22.28,65.65,"Tandem sfGFP-mCherry-Sens"
50.39,20.84,"Tandem sfGFP-mCherry-Sens"
50.69,53.2,"Tandem sfGFP-mCherry-Sens"
343.92,250.66,"Tandem sfGFP-mCherry-Sens"
163.39,89.88,"Tandem sfGFP-mCherry-Sens"
643.81,404.1,"Tandem sfGFP-mCherry-Sens"
94.01,70.08,"Tandem sfGFP-mCherry-Sens"
32.27,69.88,"Tandem sfGFP-mCherry-Sens"
2.64,33.4,"Tandem sfGFP-mCherry-Sens"
16.3,90.18,"Tandem sfGFP-mCherry-Sens"
88.3,75.62,"Tandem sfGFP-mCherry-Sens"
229.75,263.67,"Tandem sfGFP-mCherry-Sens"
35.93,71.98,"Tandem sfGFP-mCherry-Sens"
49.31,68.29,"Tandem sfGFP-mCherry-Sens"
244.78,223.79,"Tandem sfGFP-mCherry-Sens"
28.82,38.97,"Tandem sfGFP-mCherry-Sens"
16.25,40.43,"Tandem sfGFP-mCherry-Sens"
139.5,167.22,"Tandem sfGFP-mCherry-Sens"
151.4,183.74,"Tandem sfGFP-mCherry-Sens"
28.74,44.71,"Tandem sfGFP-mCherry-Sens"
258.22,334.63,"Tandem sfGFP-mCherry-Sens"
62.2,93.22,"Tandem sfGFP-mCherry-Sens"
25.09,66.06,"Tandem sfGFP-mCherry-Sens"
82.85,88.3,"Tandem sfGFP-mCherry-Sens"
141.99,145.97,"Tandem sfGFP-mCherry-Sens"
97.4,85.47,"Tandem sfGFP-mCherry-Sens"
389.83,483.16,"Tandem sfGFP-mCherry-Sens"
201.43,209.56,"Tandem sfGFP-mCherry-Sens"
153.46,257.93,"Tandem sfGFP-mCherry-Sens"
231.17,258.24,"Tandem sfGFP-mCherry-Sens"
77.22,188.31,"Tandem sfGFP-mCherry-Sens"
92.26,149.71,"Tandem sfGFP-mCherry-Sens"
