"sfGFP_Sens_molecules","mCherry_Sens_molecules","genotype"
2.67,17.29,"Tandem sfGFP-mCherry-Sens"
19.64,70.33,"Tandem sfGFP-mCherry-Sens"
32.44,40.74,"Tandem sfGFP-mCherry-Sens"
45.54,161.24,"Tandem sfGFP-mCherry-Sens"
24.09,62.96,"Tandem sfGFP-mCherry-Sens"
67.67,85.36,"Tandem sfGFP-mCherry-Sens"
92.87,153.86,"Tandem sfGFP-mCherry-Sens"
41.73,56.1,"Tandem sfGFP-mCherry-Sens"
15.11,64.16,"Tandem sfGFP-mCherry-Sens"
52.18,33.09,"Tandem sfGFP-mCherry-Sens"
5.03,15.78,"Tandem sfGFP-mCherry-Sens"
7.12,48.57,"Tandem sfGFP-mCherry-Sens"
167.67,225.42,"Tandem sfGFP-mCherry-Sens"
54.88,84.44,"Tandem sfGFP-mCherry-Sens"
11.85,29.71,"Tandem sfGFP-mCherry-Sens"
19.13,26.96,"Tandem sfGFP-mCherry-Sens"
59.01,39.5,"Tandem sfGFP-mCherry-Sens"
59.05,21.57,"Tandem sfGFP-mCherry-Sens"
1.32,74.97,"Tandem sfGFP-mCherry-Sens"
79.29,76.51,"Tandem sfGFP-mCherry-Sens"
79.69,31.16,"Tandem sfGFP-mCherry-Sens"
260.36,343.63,"Tandem sfGFP-mCherry-Sens"
106.28,19.25,"Tandem sfGFP-mCherry-Sens"
6.21,29.76,"Tandem sfGFP-mCherry-Sens"
255.34,286.25,"Tandem sfGFP-mCherry-Sens"
350.8,423.1,"Tandem sfGFP-mCherry-Sens"
50.57,39.6,"Tandem sfGFP-mCherry-Sens"
58.81,95.24,"Tandem sfGFP-mCherry-Sens"
18.15,34.25,"Tandem sfGFP-mCherry-Sens"
258.19,280.15,"Tandem sfGFP-mCherry-Sens"
160.2,135.81,"Tandem sfGFP-mCherry-Sens"
20.58,94.11,"Tandem sfGFP-mCherry-Sens"
57.67,17.18,"Tandem sfGFP-mCherry-Sens"
74.83,82.21,"Tandem sfGFP-mCherry-Sens"
281.25,370.22,"Tandem sfGFP-mCherry-Sens"
228.26,146.24,"Tandem sfGFP-mCherry-Sens"
29.9,58.87,"Tandem sfGFP-mCherry-Sens"
92.49,53.65,"Tandem sfGFP-mCherry-Sens"
183.53,239.38,"Tandem sfGFP-mCherry-Sens"
53.98,47.86,"Tandem sfGFP-mCherry-Sens"
22.92,85.6,"Tandem sfGFP-mCherry-Sens"
35.85,133.8,"Tandem sfGFP-mCherry-Sens"
23.3,24.91,"Tandem sfGFP-mCherry-Sens"
60.6,47.15,"Tandem sfGFP-mCherry-Sens"
75.38,138.07,"Tandem sfGFP-mCherry-Sens"
192.26,230.37,"Tandem sfGFP-mCherry-Sens"
77.89,104.67,"Tandem sfGFP-mCherry-Sens"
126.28,278.16,"Tandem sfGFP-mCherry-Sens"
28.61,19.43,"Tandem sfGFP-mCherry-Sens"
103.43,134.19,"Tandem sfGFP-mCherry-Sens"
293.16,239.64,"Tandem sfGFP-mCherry-Sens"
158.77,138.29,"Tandem sfGFP-mCherry-Sens"
252.7,404.8,"Tandem sfGFP-mCherry-Sens"
82.67,16.11,"Tandem sfGFP-mCherry-Sens"
40.06,66.84,"Tandem sfGFP-mCherry-Sens"
24.52,60.48,"Tandem sfGFP-mCherry-Sens"
9.42,18.5,"Tandem sfGFP-mCherry-Sens"
2.25,55.51,"Tandem sfGFP-mCherry-Sens"
123.07,134.77,"Tandem sfGFP-mCherry-Sens"
151.71,160.48,"Tandem sfGFP-mCherry-Sens"
7.29,22.93,"Tandem sfGFP-mCherry-Sens"
116.76,158.21,"Tandem sfGFP-mCherry-Sens"
48.11,47.42,"Tandem sfGFP-mCherry-Sens"
77.81,55.23,"Tandem sfGFP-mCherry-Sens"
126.42,178.95,"Tandem sfGFP-mCherry-Sens"
48.54,24.6,"Tandem sfGFP-mCherry-Sens"
53.57,20.94,"Tandem sfGFP-mCherry-Sens"
56.89,56.83,"Tandem sfGFP-mCherry-Sens"
39.15,23.31,"Tandem sfGFP-mCherry-Sens"
175.83,251.16,"Tandem sfGFP-mCherry-Sens"
66.95,73.58,"Tandem sfGFP-mCherry-Sens"
200.07,220.19,"Tandem sfGFP-mCherry-Sens"
74.9,122.7,"Tandem sfGFP-mCherry-Sens"
443.26,505.69,"Tandem sfGFP-mCherry-Sens"
103.58,142.05,"Tandem sfGFP-mCherry-Sens"
20.77,18.96,"Tandem sfGFP-mCherry-Sens"
61.64,51.3,"Tandem sfGFP-mCherry-Sens"
15.74,24.53,"Tandem sfGFP-mCherry-Sens"
15.37,23.17,"Tandem sfGFP-mCherry-Sens"
189.44,200.65,"Tandem sfGFP-mCherry-Sens"
87.03,184.89,"Tandem sfGFP-mCherry-Sens"
32.17,52.41,"Tandem sfGFP-mCherry-Sens"
107.6,209.52,"Tandem sfGFP-mCherry-Sens"
70.61,71.96,"Tandem sfGFP-mCherry-Sens"
130.13,188.26,"Tandem sfGFP-mCherry-Sens"
37.42,38.7,"Tandem sfGFP-mCherry-Sens"
28.77,30,"Tandem sfGFP-mCherry-Sens"
21.62,17.15,"Tandem sfGFP-mCherry-Sens"
90.37,123.52,"Tandem sfGFP-mCherry-Sens"
3.57,23.68,"Tandem sfGFP-mCherry-Sens"
8.06,52.84,"Tandem sfGFP-mCherry-Sens"
76.93,124.73,"Tandem sfGFP-mCherry-Sens"
400.4,517.26,"Tandem sfGFP-mCherry-Sens"
42.1,73.45,"Tandem sfGFP-mCherry-Sens"
215.19,267.41,"Tandem sfGFP-mCherry-Sens"
0.92,16.22,"Tandem sfGFP-mCherry-Sens"
134.27,193.13,"Tandem sfGFP-mCherry-Sens"
78.74,95.63,"Tandem sfGFP-mCherry-Sens"
281.88,358.29,"Tandem sfGFP-mCherry-Sens"
22.18,29.01,"Tandem sfGFP-mCherry-Sens"
3.68,27.49,"Tandem sfGFP-mCherry-Sens"
154.53,183.27,"Tandem sfGFP-mCherry-Sens"
19.02,18.29,"Tandem sfGFP-mCherry-Sens"
238.25,339.76,"Tandem sfGFP-mCherry-Sens"
81.57,143.04,"Tandem sfGFP-mCherry-Sens"
368.96,327.54,"Tandem sfGFP-mCherry-Sens"
15.92,91.24,"Tandem sfGFP-mCherry-Sens"
206.35,214.14,"Tandem sfGFP-mCherry-Sens"
159.57,211.75,"Tandem sfGFP-mCherry-Sens"
40.1,23.89,"Tandem sfGFP-mCherry-Sens"
28.75,112.94,"Tandem sfGFP-mCherry-Sens"
24.46,108.13,"Tandem sfGFP-mCherry-Sens"
149.49,172.55,"Tandem sfGFP-mCherry-Sens"
282.16,271.56,"Tandem sfGFP-mCherry-Sens"
0.76,52.65,"Tandem sfGFP-mCherry-Sens"
255.02,360.61,"Tandem sfGFP-mCherry-Sens"
109.59,152.61,"Tandem sfGFP-mCherry-Sens"
205.74,237.84,"Tandem sfGFP-mCherry-Sens"
31.49,30.63,"Tandem sfGFP-mCherry-Sens"
18.17,42.04,"Tandem sfGFP-mCherry-Sens"
8.57,34.86,"Tandem sfGFP-mCherry-Sens"
189.68,153.49,"Tandem sfGFP-mCherry-Sens"
23.2,132.38,"Tandem sfGFP-mCherry-Sens"
212.13,199.09,"Tandem sfGFP-mCherry-Sens"
136.21,140.42,"Tandem sfGFP-mCherry-Sens"
9.92,53.03,"Tandem sfGFP-mCherry-Sens"
65.63,125.47,"Tandem sfGFP-mCherry-Sens"
117.47,129.61,"Tandem sfGFP-mCherry-Sens"
10.77,67.7,"Tandem sfGFP-mCherry-Sens"
0.75,25.31,"Tandem sfGFP-mCherry-Sens"
6.47,17.83,"Tandem sfGFP-mCherry-Sens"
65.21,49.07,"Tandem sfGFP-mCherry-Sens"
18.28,45.68,"Tandem sfGFP-mCherry-Sens"
179.25,191.85,"Tandem sfGFP-mCherry-Sens"
4.45,21.99,"Tandem sfGFP-mCherry-Sens"
444.55,458.56,"Tandem sfGFP-mCherry-Sens"
97.02,165.89,"Tandem sfGFP-mCherry-Sens"
37.11,33.26,"Tandem sfGFP-mCherry-Sens"
112.9,109.64,"Tandem sfGFP-mCherry-Sens"
69.8,29.32,"Tandem sfGFP-mCherry-Sens"
19.02,22.79,"Tandem sfGFP-mCherry-Sens"
39.83,66.55,"Tandem sfGFP-mCherry-Sens"
105.57,169.38,"Tandem sfGFP-mCherry-Sens"
125.17,199.12,"Tandem sfGFP-mCherry-Sens"
80.98,83.92,"Tandem sfGFP-mCherry-Sens"
26.19,22.89,"Tandem sfGFP-mCherry-Sens"
12.09,38.87,"Tandem sfGFP-mCherry-Sens"
23.24,41.47,"Tandem sfGFP-mCherry-Sens"
26.98,29.22,"Tandem sfGFP-mCherry-Sens"
91.96,117.01,"Tandem sfGFP-mCherry-Sens"
33.5,23.46,"Tandem sfGFP-mCherry-Sens"
42.39,61.36,"Tandem sfGFP-mCherry-Sens"
34.29,119.66,"Tandem sfGFP-mCherry-Sens"
135.89,64.63,"Tandem sfGFP-mCherry-Sens"
17.34,27.03,"Tandem sfGFP-mCherry-Sens"
1.72,52.2,"Tandem sfGFP-mCherry-Sens"
20.99,27.19,"Tandem sfGFP-mCherry-Sens"
233.91,127.44,"Tandem sfGFP-mCherry-Sens"
129.35,102.62,"Tandem sfGFP-mCherry-Sens"
41.89,69.78,"Tandem sfGFP-mCherry-Sens"
40.39,20.7,"Tandem sfGFP-mCherry-Sens"
130.8,101.81,"Tandem sfGFP-mCherry-Sens"
115.06,109.37,"Tandem sfGFP-mCherry-Sens"
5.5,34.5,"Tandem sfGFP-mCherry-Sens"
45.98,61.69,"Tandem sfGFP-mCherry-Sens"
60.23,36.48,"Tandem sfGFP-mCherry-Sens"
257.67,223.89,"Tandem sfGFP-mCherry-Sens"
600.59,507.09,"Tandem sfGFP-mCherry-Sens"
108.76,75.4,"Tandem sfGFP-mCherry-Sens"
74.2,25.82,"Tandem sfGFP-mCherry-Sens"
24.72,47.72,"Tandem sfGFP-mCherry-Sens"
177.22,158.14,"Tandem sfGFP-mCherry-Sens"
427.55,376.78,"Tandem sfGFP-mCherry-Sens"
353.97,425.47,"Tandem sfGFP-mCherry-Sens"
7.18,62.89,"Tandem sfGFP-mCherry-Sens"
134.33,162.78,"Tandem sfGFP-mCherry-Sens"
47.43,135.1,"Tandem sfGFP-mCherry-Sens"
301.8,294.86,"Tandem sfGFP-mCherry-Sens"
511.95,588.55,"Tandem sfGFP-mCherry-Sens"
277.23,274.97,"Tandem sfGFP-mCherry-Sens"
87.01,107.43,"Tandem sfGFP-mCherry-Sens"
77.17,136.88,"Tandem sfGFP-mCherry-Sens"
37.04,40.53,"Tandem sfGFP-mCherry-Sens"
6.72,60.07,"Tandem sfGFP-mCherry-Sens"
52.85,52.03,"Tandem sfGFP-mCherry-Sens"
214.55,161.52,"Tandem sfGFP-mCherry-Sens"
617.59,608.77,"Tandem sfGFP-mCherry-Sens"
332.81,318.71,"Tandem sfGFP-mCherry-Sens"
46.67,47.35,"Tandem sfGFP-mCherry-Sens"
667.58,614.39,"Tandem sfGFP-mCherry-Sens"
49.99,98.3,"Tandem sfGFP-mCherry-Sens"
8.19,20.11,"Tandem sfGFP-mCherry-Sens"
238.68,285.33,"Tandem sfGFP-mCherry-Sens"
189.77,200.55,"Tandem sfGFP-mCherry-Sens"
81.42,74.12,"Tandem sfGFP-mCherry-Sens"
3.8,24.53,"Tandem sfGFP-mCherry-Sens"
121.26,100.52,"Tandem sfGFP-mCherry-Sens"
559.7,438.9,"Tandem sfGFP-mCherry-Sens"
160.07,204.08,"Tandem sfGFP-mCherry-Sens"
29.47,65.63,"Tandem sfGFP-mCherry-Sens"
60.76,116.96,"Tandem sfGFP-mCherry-Sens"
97.86,135.77,"Tandem sfGFP-mCherry-Sens"
27.89,68.09,"Tandem sfGFP-mCherry-Sens"
147.53,190.9,"Tandem sfGFP-mCherry-Sens"
51.52,35.18,"Tandem sfGFP-mCherry-Sens"
150.52,147.87,"Tandem sfGFP-mCherry-Sens"
265.27,286.5,"Tandem sfGFP-mCherry-Sens"
73.01,87.16,"Tandem sfGFP-mCherry-Sens"
351.88,281.21,"Tandem sfGFP-mCherry-Sens"
26.24,63.83,"Tandem sfGFP-mCherry-Sens"
195.22,246.38,"Tandem sfGFP-mCherry-Sens"
97.79,73.68,"Tandem sfGFP-mCherry-Sens"
44.98,45.95,"Tandem sfGFP-mCherry-Sens"
57.97,86.57,"Tandem sfGFP-mCherry-Sens"
38.89,49.08,"Tandem sfGFP-mCherry-Sens"
131.1,170.2,"Tandem sfGFP-mCherry-Sens"
116.01,51.61,"Tandem sfGFP-mCherry-Sens"
61.06,69.42,"Tandem sfGFP-mCherry-Sens"
518.14,587.54,"Tandem sfGFP-mCherry-Sens"
368.73,299.85,"Tandem sfGFP-mCherry-Sens"
362.12,398.54,"Tandem sfGFP-mCherry-Sens"
48.73,46.22,"Tandem sfGFP-mCherry-Sens"
36.23,30.24,"Tandem sfGFP-mCherry-Sens"
96.65,132.45,"Tandem sfGFP-mCherry-Sens"
13.79,43.09,"Tandem sfGFP-mCherry-Sens"
95.03,96.63,"Tandem sfGFP-mCherry-Sens"
98.86,16.05,"Tandem sfGFP-mCherry-Sens"
59.02,29.98,"Tandem sfGFP-mCherry-Sens"
210.24,184.94,"Tandem sfGFP-mCherry-Sens"
219.6,138.02,"Tandem sfGFP-mCherry-Sens"
59,18.57,"Tandem sfGFP-mCherry-Sens"
47.39,37.98,"Tandem sfGFP-mCherry-Sens"
178.47,199.71,"Tandem sfGFP-mCherry-Sens"
58.26,63.51,"Tandem sfGFP-mCherry-Sens"
164.28,201.62,"Tandem sfGFP-mCherry-Sens"
28.68,55.86,"Tandem sfGFP-mCherry-Sens"
392.81,327.19,"Tandem sfGFP-mCherry-Sens"
95.19,94.42,"Tandem sfGFP-mCherry-Sens"
1.11,60.67,"Tandem sfGFP-mCherry-Sens"
170.79,121.73,"Tandem sfGFP-mCherry-Sens"
131.47,149.7,"Tandem sfGFP-mCherry-Sens"
292.29,196.85,"Tandem sfGFP-mCherry-Sens"
72.48,106.08,"Tandem sfGFP-mCherry-Sens"
166.41,186.14,"Tandem sfGFP-mCherry-Sens"
99.1,131.56,"Tandem sfGFP-mCherry-Sens"
5.47,66.23,"Tandem sfGFP-mCherry-Sens"
18.54,47.65,"Tandem sfGFP-mCherry-Sens"
82.99,111.98,"Tandem sfGFP-mCherry-Sens"
330.43,319.25,"Tandem sfGFP-mCherry-Sens"
3.86,28.29,"Tandem sfGFP-mCherry-Sens"
135.41,165.53,"Tandem sfGFP-mCherry-Sens"
206.01,188.8,"Tandem sfGFP-mCherry-Sens"
162.02,154.75,"Tandem sfGFP-mCherry-Sens"
15.88,68.08,"Tandem sfGFP-mCherry-Sens"
26.16,25.22,"Tandem sfGFP-mCherry-Sens"
68.06,43.62,"Tandem sfGFP-mCherry-Sens"
20.69,88.59,"Tandem sfGFP-mCherry-Sens"
40.63,42.8,"Tandem sfGFP-mCherry-Sens"
12.93,23.56,"Tandem sfGFP-mCherry-Sens"
170.35,207.2,"Tandem sfGFP-mCherry-Sens"
88.49,86.93,"Tandem sfGFP-mCherry-Sens"
19.89,59.9,"Tandem sfGFP-mCherry-Sens"
75.8,139.1,"Tandem sfGFP-mCherry-Sens"
31.61,128.4,"Tandem sfGFP-mCherry-Sens"
82.22,64.59,"Tandem sfGFP-mCherry-Sens"
63.04,32.32,"Tandem sfGFP-mCherry-Sens"
129.76,90.55,"Tandem sfGFP-mCherry-Sens"
86.83,67.29,"Tandem sfGFP-mCherry-Sens"
47,69.11,"Tandem sfGFP-mCherry-Sens"
423.36,463.65,"Tandem sfGFP-mCherry-Sens"
237.23,236.99,"Tandem sfGFP-mCherry-Sens"
5.91,29.33,"Tandem sfGFP-mCherry-Sens"
0.66,28.08,"Tandem sfGFP-mCherry-Sens"
104.27,121.01,"Tandem sfGFP-mCherry-Sens"
45.64,49.31,"Tandem sfGFP-mCherry-Sens"
14.34,20.04,"Tandem sfGFP-mCherry-Sens"
119.11,164.17,"Tandem sfGFP-mCherry-Sens"
174.24,129.93,"Tandem sfGFP-mCherry-Sens"
70.48,127.44,"Tandem sfGFP-mCherry-Sens"
61.72,55.95,"Tandem sfGFP-mCherry-Sens"
159.73,163.14,"Tandem sfGFP-mCherry-Sens"
421.64,477.86,"Tandem sfGFP-mCherry-Sens"
23.87,41.48,"Tandem sfGFP-mCherry-Sens"
98.87,79.5,"Tandem sfGFP-mCherry-Sens"
274.05,268.76,"Tandem sfGFP-mCherry-Sens"
177.62,179.1,"Tandem sfGFP-mCherry-Sens"
84.46,108.54,"Tandem sfGFP-mCherry-Sens"
172.71,172.05,"Tandem sfGFP-mCherry-Sens"
269.07,199.83,"Tandem sfGFP-mCherry-Sens"
94.25,176.38,"Tandem sfGFP-mCherry-Sens"
156.49,140.92,"Tandem sfGFP-mCherry-Sens"
0.23,20.44,"Tandem sfGFP-mCherry-Sens"
74.6,167.12,"Tandem sfGFP-mCherry-Sens"
84.03,28.71,"Tandem sfGFP-mCherry-Sens"
253.05,202.19,"Tandem sfGFP-mCherry-Sens"
157.77,158.94,"Tandem sfGFP-mCherry-Sens"
167.24,185.27,"Tandem sfGFP-mCherry-Sens"
148.94,157.74,"Tandem sfGFP-mCherry-Sens"
111.66,93.8,"Tandem sfGFP-mCherry-Sens"
463.91,375.96,"Tandem sfGFP-mCherry-Sens"
218.74,171.55,"Tandem sfGFP-mCherry-Sens"
131.16,142.7,"Tandem sfGFP-mCherry-Sens"
19.79,24.77,"Tandem sfGFP-mCherry-Sens"
144.36,72.07,"Tandem sfGFP-mCherry-Sens"
41.2,28.06,"Tandem sfGFP-mCherry-Sens"
89.11,34.39,"Tandem sfGFP-mCherry-Sens"
4.13,45.63,"Tandem sfGFP-mCherry-Sens"
88.37,95.3,"Tandem sfGFP-mCherry-Sens"
10.39,45.25,"Tandem sfGFP-mCherry-Sens"
3.88,47.94,"Tandem sfGFP-mCherry-Sens"
75.7,99.7,"Tandem sfGFP-mCherry-Sens"
127.29,105.95,"Tandem sfGFP-mCherry-Sens"
13.69,19.83,"Tandem sfGFP-mCherry-Sens"
43.81,24.82,"Tandem sfGFP-mCherry-Sens"
111.18,130.23,"Tandem sfGFP-mCherry-Sens"
11.95,40.35,"Tandem sfGFP-mCherry-Sens"
107.58,69.04,"Tandem sfGFP-mCherry-Sens"
98.19,74.47,"Tandem sfGFP-mCherry-Sens"
7.35,49.39,"Tandem sfGFP-mCherry-Sens"
22.87,16.64,"Tandem sfGFP-mCherry-Sens"
94.09,79.35,"Tandem sfGFP-mCherry-Sens"
51,55.45,"Tandem sfGFP-mCherry-Sens"
3.56,57.61,"Tandem sfGFP-mCherry-Sens"
22.51,20.33,"Tandem sfGFP-mCherry-Sens"
108.29,37.1,"Tandem sfGFP-mCherry-Sens"
48.26,43.84,"Tandem sfGFP-mCherry-Sens"
3.9,18.68,"Tandem sfGFP-mCherry-Sens"
379.96,297.89,"Tandem sfGFP-mCherry-Sens"
13.27,33.85,"Tandem sfGFP-mCherry-Sens"
21.62,41.4,"Tandem sfGFP-mCherry-Sens"
137.21,107.54,"Tandem sfGFP-mCherry-Sens"
38.86,82.95,"Tandem sfGFP-mCherry-Sens"
46.87,35.15,"Tandem sfGFP-mCherry-Sens"
85.27,74.31,"Tandem sfGFP-mCherry-Sens"
209.12,144.07,"Tandem sfGFP-mCherry-Sens"
233.02,195.36,"Tandem sfGFP-mCherry-Sens"
101.88,124.25,"Tandem sfGFP-mCherry-Sens"
432.51,354.46,"Tandem sfGFP-mCherry-Sens"
135.34,138.1,"Tandem sfGFP-mCherry-Sens"
128.33,88.85,"Tandem sfGFP-mCherry-Sens"
226.61,247,"Tandem sfGFP-mCherry-Sens"
10.2,48.63,"Tandem sfGFP-mCherry-Sens"
45.61,73.47,"Tandem sfGFP-mCherry-Sens"
200.93,251.1,"Tandem sfGFP-mCherry-Sens"
34.09,23.81,"Tandem sfGFP-mCherry-Sens"
169.62,135.59,"Tandem sfGFP-mCherry-Sens"
566.81,472.94,"Tandem sfGFP-mCherry-Sens"
352.25,374.28,"Tandem sfGFP-mCherry-Sens"
61.41,57.64,"Tandem sfGFP-mCherry-Sens"
75.91,115.82,"Tandem sfGFP-mCherry-Sens"
12.5,25.88,"Tandem sfGFP-mCherry-Sens"
157.04,144.61,"Tandem sfGFP-mCherry-Sens"
121.95,83.49,"Tandem sfGFP-mCherry-Sens"
383.91,395.08,"Tandem sfGFP-mCherry-Sens"
170.65,180.86,"Tandem sfGFP-mCherry-Sens"
98.13,146.77,"Tandem sfGFP-mCherry-Sens"
175.85,90.83,"Tandem sfGFP-mCherry-Sens"
73.46,82.1,"Tandem sfGFP-mCherry-Sens"
10.92,43.57,"Tandem sfGFP-mCherry-Sens"
80.98,164.52,"Tandem sfGFP-mCherry-Sens"
97.32,114.68,"Tandem sfGFP-mCherry-Sens"
136.19,112.56,"Tandem sfGFP-mCherry-Sens"
25.08,50.01,"Tandem sfGFP-mCherry-Sens"
14.37,40.69,"Tandem sfGFP-mCherry-Sens"
37.28,48.8,"Tandem sfGFP-mCherry-Sens"
1.13,44.38,"Tandem sfGFP-mCherry-Sens"
164.44,143.4,"Tandem sfGFP-mCherry-Sens"
51.82,99.55,"Tandem sfGFP-mCherry-Sens"
13.68,54.04,"Tandem sfGFP-mCherry-Sens"
285.65,175.44,"Tandem sfGFP-mCherry-Sens"
32.31,64.87,"Tandem sfGFP-mCherry-Sens"
224.24,155.64,"Tandem sfGFP-mCherry-Sens"
79.89,61.26,"Tandem sfGFP-mCherry-Sens"
90.58,37.15,"Tandem sfGFP-mCherry-Sens"
27.83,64.79,"Tandem sfGFP-mCherry-Sens"
101.73,112.56,"Tandem sfGFP-mCherry-Sens"
157.35,78.1,"Tandem sfGFP-mCherry-Sens"
42.11,39.9,"Tandem sfGFP-mCherry-Sens"
58.24,38.93,"Tandem sfGFP-mCherry-Sens"
10.85,41.85,"Tandem sfGFP-mCherry-Sens"
53.85,36.64,"Tandem sfGFP-mCherry-Sens"
301.7,260.21,"Tandem sfGFP-mCherry-Sens"
16.39,54.11,"Tandem sfGFP-mCherry-Sens"
55.9,18.7,"Tandem sfGFP-mCherry-Sens"
390.42,257.31,"Tandem sfGFP-mCherry-Sens"
112.52,119.34,"Tandem sfGFP-mCherry-Sens"
48.4,32.82,"Tandem sfGFP-mCherry-Sens"
78.91,78.85,"Tandem sfGFP-mCherry-Sens"
178.09,157.04,"Tandem sfGFP-mCherry-Sens"
483.63,367.6,"Tandem sfGFP-mCherry-Sens"
66.44,91.56,"Tandem sfGFP-mCherry-Sens"
14.7,17.35,"Tandem sfGFP-mCherry-Sens"
483.87,499.5,"Tandem sfGFP-mCherry-Sens"
61.48,32.46,"Tandem sfGFP-mCherry-Sens"
66.95,27.57,"Tandem sfGFP-mCherry-Sens"
262.17,328.74,"Tandem sfGFP-mCherry-Sens"
158.61,166.8,"Tandem sfGFP-mCherry-Sens"
87.51,75.23,"Tandem sfGFP-mCherry-Sens"
