"x_coordinate","y_coordinate","Disc_ID","Bin_avg_protein_molecules","Bin_Fano_factor","genotype"
1731.93,1576.84,38,137.34,44.11,"57F5/57F5 mutant"
1154.38,1334.97,38,137.34,44.11,"57F5/57F5 mutant"
1255.26,775.82,27,140.72,72.53,"57F5/57F5 mutant"
1596.63,2028.64,27,140.72,72.53,"57F5/57F5 mutant"
1594.91,1195.97,27,140.72,72.53,"57F5/57F5 mutant"
1143.08,840.67,27,140.72,72.53,"57F5/57F5 mutant"
793.5,1076.64,38,140.72,72.53,"57F5/57F5 mutant"
693.96,743.57,38,140.72,72.53,"57F5/57F5 mutant"
900.13,243.2,38,140.72,72.53,"57F5/57F5 mutant"
358.84,496.51,38,140.72,72.53,"57F5/57F5 mutant"
1397.26,520.39,38,140.72,72.53,"57F5/57F5 mutant"
592.9,1301.49,38,140.72,72.53,"57F5/57F5 mutant"
802.89,33.35,38,140.72,72.53,"57F5/57F5 mutant"
742.93,442.24,27,143.8,52.22,"57F5/57F5 mutant"
1018.37,1256.65,27,143.8,52.22,"57F5/57F5 mutant"
1835.95,1425.54,27,143.8,52.22,"57F5/57F5 mutant"
687.69,408.59,27,143.8,52.22,"57F5/57F5 mutant"
383.19,852.02,27,143.8,52.22,"57F5/57F5 mutant"
558.37,157.88,27,143.8,52.22,"57F5/57F5 mutant"
1084.39,1200.74,27,143.8,52.22,"57F5/57F5 mutant"
1039.97,1157.4,38,143.8,52.22,"57F5/57F5 mutant"
1137.51,1287.34,38,143.8,52.22,"57F5/57F5 mutant"
489.96,528.82,38,143.8,52.22,"57F5/57F5 mutant"
898.56,247.26,38,143.8,52.22,"57F5/57F5 mutant"
1270.26,712.13,38,143.8,52.22,"57F5/57F5 mutant"
1141.59,1221.49,38,143.8,52.22,"57F5/57F5 mutant"
216.55,516.99,27,146.94,55.85,"57F5/57F5 mutant"
647.77,263.51,27,146.94,55.85,"57F5/57F5 mutant"
989.65,1790.65,27,146.94,55.85,"57F5/57F5 mutant"
663.4,411.57,27,146.94,55.85,"57F5/57F5 mutant"
879.83,1786.88,27,146.94,55.85,"57F5/57F5 mutant"
1044.04,756.21,27,146.94,55.85,"57F5/57F5 mutant"
707.42,1562.7,27,146.94,55.85,"57F5/57F5 mutant"
1699.22,1997.29,27,146.94,55.85,"57F5/57F5 mutant"
148.92,870.03,38,146.94,55.85,"57F5/57F5 mutant"
193.53,1009.12,38,146.94,55.85,"57F5/57F5 mutant"
253.71,1617.12,38,146.94,55.85,"57F5/57F5 mutant"
583.56,1295.41,38,146.94,55.85,"57F5/57F5 mutant"
750.51,807.49,38,146.94,55.85,"57F5/57F5 mutant"
1460.27,791.61,38,146.94,55.85,"57F5/57F5 mutant"
304.64,1585.43,27,150.24,63.92,"57F5/57F5 mutant"
458.73,762.29,27,150.24,63.92,"57F5/57F5 mutant"
648.37,264.81,27,150.24,63.92,"57F5/57F5 mutant"
1004.96,1193.94,27,150.24,63.92,"57F5/57F5 mutant"
1344.04,947.22,27,150.24,63.92,"57F5/57F5 mutant"
1542.46,1046.64,27,150.24,63.92,"57F5/57F5 mutant"
967.19,1121.95,38,150.24,63.92,"57F5/57F5 mutant"
1172.11,726.35,38,150.24,63.92,"57F5/57F5 mutant"
161.66,881.7,38,150.24,63.92,"57F5/57F5 mutant"
651.42,938.36,38,150.24,63.92,"57F5/57F5 mutant"
404.63,285.42,38,150.24,63.92,"57F5/57F5 mutant"
577.83,814.82,38,150.24,63.92,"57F5/57F5 mutant"
903.63,241.64,38,150.24,63.92,"57F5/57F5 mutant"
486.49,722.52,38,150.24,63.92,"57F5/57F5 mutant"
1055.09,1690.42,38,150.24,63.92,"57F5/57F5 mutant"
600.91,229.21,27,153.74,69.09,"57F5/57F5 mutant"
1056.63,1681.02,38,153.74,69.09,"57F5/57F5 mutant"
1182.33,1351.76,38,153.74,69.09,"57F5/57F5 mutant"
465.43,715.6,38,153.74,69.09,"57F5/57F5 mutant"
1054.92,1683.36,38,153.74,69.09,"57F5/57F5 mutant"
583.78,1293.39,38,153.74,69.09,"57F5/57F5 mutant"
140.82,824.29,38,153.74,69.09,"57F5/57F5 mutant"
271.94,677.46,27,157.32,52.54,"57F5/57F5 mutant"
1074.17,296.42,27,157.32,52.54,"57F5/57F5 mutant"
554.14,1423.65,27,157.32,52.54,"57F5/57F5 mutant"
576.88,821.87,27,157.32,52.54,"57F5/57F5 mutant"
950.28,1712.97,27,157.32,52.54,"57F5/57F5 mutant"
1064.64,1129.08,27,157.32,52.54,"57F5/57F5 mutant"
1574.38,12.39,38,157.32,52.54,"57F5/57F5 mutant"
747.92,795.33,38,157.32,52.54,"57F5/57F5 mutant"
761.11,916.71,38,157.32,52.54,"57F5/57F5 mutant"
1250.17,625.34,38,157.32,52.54,"57F5/57F5 mutant"
1938.27,1287.39,38,157.32,52.54,"57F5/57F5 mutant"
1076.6,1851.43,27,160.76,79.28,"57F5/57F5 mutant"
549.16,84.78,27,160.76,79.28,"57F5/57F5 mutant"
206.17,1121.13,27,160.76,79.28,"57F5/57F5 mutant"
1142.13,1794.62,27,160.76,79.28,"57F5/57F5 mutant"
499.67,633.14,38,160.76,79.28,"57F5/57F5 mutant"
1670.64,8.65,38,160.76,79.28,"57F5/57F5 mutant"
471.23,710.92,38,160.76,79.28,"57F5/57F5 mutant"
658.3,928.7,38,160.76,79.28,"57F5/57F5 mutant"
782.66,1492.6,38,160.76,79.28,"57F5/57F5 mutant"
932.3,1673.76,38,160.76,79.28,"57F5/57F5 mutant"
785.86,88.54,38,160.76,79.28,"57F5/57F5 mutant"
716.53,1113.38,27,164.45,50.15,"57F5/57F5 mutant"
1437.76,1551.48,27,164.45,50.15,"57F5/57F5 mutant"
559.04,1434.99,27,164.45,50.15,"57F5/57F5 mutant"
1831.79,1346.15,27,164.45,50.15,"57F5/57F5 mutant"
569.5,149.84,27,164.45,50.15,"57F5/57F5 mutant"
1824.76,1382.94,27,164.45,50.15,"57F5/57F5 mutant"
559.66,157.63,27,164.45,50.15,"57F5/57F5 mutant"
1437.14,1463.11,27,164.45,50.15,"57F5/57F5 mutant"
371.63,1848.38,38,164.45,50.15,"57F5/57F5 mutant"
599.77,724.47,38,164.45,50.15,"57F5/57F5 mutant"
1365.6,742.29,38,164.45,50.15,"57F5/57F5 mutant"
1684.83,1560.19,38,164.45,50.15,"57F5/57F5 mutant"
1108.2,1268.07,38,164.45,50.15,"57F5/57F5 mutant"
716.08,1062.96,27,167.96,65.06,"57F5/57F5 mutant"
391.32,1337.92,27,167.96,65.06,"57F5/57F5 mutant"
711.19,558.18,27,167.96,65.06,"57F5/57F5 mutant"
810.18,1664.48,27,167.96,65.06,"57F5/57F5 mutant"
162.28,880.41,38,167.96,65.06,"57F5/57F5 mutant"
524.58,733.58,38,167.96,65.06,"57F5/57F5 mutant"
952.81,1137.04,38,167.96,65.06,"57F5/57F5 mutant"
642.17,1375.38,38,167.96,65.06,"57F5/57F5 mutant"
1036.61,441.47,38,167.96,65.06,"57F5/57F5 mutant"
1699.59,1850.55,38,167.96,65.06,"57F5/57F5 mutant"
147.84,1031.22,27,171.78,75.92,"57F5/57F5 mutant"
507.34,700.51,27,171.78,75.92,"57F5/57F5 mutant"
1139.06,1842.08,27,171.78,75.92,"57F5/57F5 mutant"
452.8,1351.71,27,171.78,75.92,"57F5/57F5 mutant"
1729.64,2000.47,27,171.78,75.92,"57F5/57F5 mutant"
423.69,226.04,38,171.78,75.92,"57F5/57F5 mutant"
634.4,1653.93,38,171.78,75.92,"57F5/57F5 mutant"
944.32,1634.56,38,171.78,75.92,"57F5/57F5 mutant"
1669.26,1528.3,38,171.78,75.92,"57F5/57F5 mutant"
1954.5,1765.74,38,171.78,75.92,"57F5/57F5 mutant"
311.69,76.3,38,171.78,75.92,"57F5/57F5 mutant"
1042.36,432.47,38,171.78,75.92,"57F5/57F5 mutant"
1086.62,1715.49,38,171.78,75.92,"57F5/57F5 mutant"
760.91,872.74,38,171.78,75.92,"57F5/57F5 mutant"
983.18,1171.82,38,171.78,75.92,"57F5/57F5 mutant"
226,1225.58,27,175.66,34.01,"57F5/57F5 mutant"
992.09,1183.68,27,175.66,34.01,"57F5/57F5 mutant"
499.34,1352.33,27,175.66,34.01,"57F5/57F5 mutant"
709.21,1543.57,27,175.66,34.01,"57F5/57F5 mutant"
272.22,683.55,27,175.66,34.01,"57F5/57F5 mutant"
393.46,1330.9,27,175.66,34.01,"57F5/57F5 mutant"
632.98,260.09,27,175.66,34.01,"57F5/57F5 mutant"
752.48,440.3,27,175.66,34.01,"57F5/57F5 mutant"
952.25,1704.7,27,175.66,34.01,"57F5/57F5 mutant"
680.52,1648.84,27,175.66,34.01,"57F5/57F5 mutant"
501.36,1968.21,27,175.66,34.01,"57F5/57F5 mutant"
1744.28,1215.96,27,175.66,34.01,"57F5/57F5 mutant"
357.9,1101.12,38,175.66,34.01,"57F5/57F5 mutant"
1182.91,1926.85,38,175.66,34.01,"57F5/57F5 mutant"
820.74,1520.66,38,175.66,34.01,"57F5/57F5 mutant"
1090.25,481.33,38,175.66,34.01,"57F5/57F5 mutant"
1528.11,1838.79,38,175.66,34.01,"57F5/57F5 mutant"
745.35,1717.07,27,179.78,49.84,"57F5/57F5 mutant"
800.14,548.01,27,179.78,49.84,"57F5/57F5 mutant"
697.17,1106.1,27,179.78,49.84,"57F5/57F5 mutant"
1278.71,1857.01,27,179.78,49.84,"57F5/57F5 mutant"
783.73,84.52,38,179.78,49.84,"57F5/57F5 mutant"
987.5,346.18,38,179.78,49.84,"57F5/57F5 mutant"
1628.93,968.04,38,179.78,49.84,"57F5/57F5 mutant"
194.18,930.37,38,179.78,49.84,"57F5/57F5 mutant"
1699.36,1076.33,38,179.78,49.84,"57F5/57F5 mutant"
1543.72,650.7,38,179.78,49.84,"57F5/57F5 mutant"
210.75,913.26,38,179.78,49.84,"57F5/57F5 mutant"
647.42,954.42,38,179.78,49.84,"57F5/57F5 mutant"
821.85,121.74,38,179.78,49.84,"57F5/57F5 mutant"
1123.68,669.59,38,179.78,49.84,"57F5/57F5 mutant"
1302.92,625.59,38,179.78,49.84,"57F5/57F5 mutant"
425.02,1362.24,27,183.47,31.18,"57F5/57F5 mutant"
447.94,615.19,27,183.47,31.18,"57F5/57F5 mutant"
194.24,1128.47,27,183.47,31.18,"57F5/57F5 mutant"
551.11,162.17,27,183.47,31.18,"57F5/57F5 mutant"
1496.38,1171.47,27,183.47,31.18,"57F5/57F5 mutant"
1880.61,1454.15,27,183.47,31.18,"57F5/57F5 mutant"
548.8,1374.19,27,183.47,31.18,"57F5/57F5 mutant"
773.68,986.75,27,183.47,31.18,"57F5/57F5 mutant"
521.12,583.95,38,183.47,31.18,"57F5/57F5 mutant"
1415.65,1430.37,38,183.47,31.18,"57F5/57F5 mutant"
831.63,1525.17,38,183.47,31.18,"57F5/57F5 mutant"
1642.5,1177.36,27,187.92,57.51,"57F5/57F5 mutant"
958.31,1715.95,27,187.92,57.51,"57F5/57F5 mutant"
966.11,591.17,27,187.92,57.51,"57F5/57F5 mutant"
233.48,1477.79,38,187.92,57.51,"57F5/57F5 mutant"
555.36,801.73,38,187.92,57.51,"57F5/57F5 mutant"
1578.69,820.57,38,187.92,57.51,"57F5/57F5 mutant"
831.99,1527.12,38,187.92,57.51,"57F5/57F5 mutant"
628.4,1456.43,27,192.04,28.8,"57F5/57F5 mutant"
636.14,330.09,27,192.04,28.8,"57F5/57F5 mutant"
186.88,1146.3,27,192.04,28.8,"57F5/57F5 mutant"
346.31,1426.69,27,192.04,28.8,"57F5/57F5 mutant"
689.62,403.87,27,192.04,28.8,"57F5/57F5 mutant"
1731.06,1574.38,38,192.04,28.8,"57F5/57F5 mutant"
1836.17,1134.73,38,192.04,28.8,"57F5/57F5 mutant"
1925.55,1189.28,38,192.04,28.8,"57F5/57F5 mutant"
846.18,221.48,38,192.04,28.8,"57F5/57F5 mutant"
1469.17,726.71,38,192.04,28.8,"57F5/57F5 mutant"
362.54,1101.41,38,192.04,28.8,"57F5/57F5 mutant"
1337.85,1353.76,38,192.04,28.8,"57F5/57F5 mutant"
133.19,803.84,38,192.04,28.8,"57F5/57F5 mutant"
954.98,413.94,38,192.04,28.8,"57F5/57F5 mutant"
113.44,1036.05,27,196.65,49.19,"57F5/57F5 mutant"
1867.89,1437.68,27,196.65,49.19,"57F5/57F5 mutant"
532.84,177.76,27,196.65,49.19,"57F5/57F5 mutant"
550.99,82.02,27,196.65,49.19,"57F5/57F5 mutant"
1784.25,1931.05,27,196.65,49.19,"57F5/57F5 mutant"
831.14,1121.54,38,196.65,49.19,"57F5/57F5 mutant"
738.25,75.19,38,196.65,49.19,"57F5/57F5 mutant"
1127.43,1095.27,38,196.65,49.19,"57F5/57F5 mutant"
460.69,711.81,38,196.65,49.19,"57F5/57F5 mutant"
1728.99,1583.6,38,196.65,49.19,"57F5/57F5 mutant"
1104.7,1266.45,38,196.65,49.19,"57F5/57F5 mutant"
270.97,670.93,27,200.79,53.65,"57F5/57F5 mutant"
13.79,924.62,27,200.79,53.65,"57F5/57F5 mutant"
328.03,428.62,27,200.79,53.65,"57F5/57F5 mutant"
469.52,1175.34,27,200.79,53.65,"57F5/57F5 mutant"
942.33,603.76,27,200.79,53.65,"57F5/57F5 mutant"
431.78,709.4,38,200.79,53.65,"57F5/57F5 mutant"
817.91,1524.48,38,200.79,53.65,"57F5/57F5 mutant"
946.79,1053.62,38,200.79,53.65,"57F5/57F5 mutant"
981.42,1068.93,38,200.79,53.65,"57F5/57F5 mutant"
1365.79,746.97,38,200.79,53.65,"57F5/57F5 mutant"
1548.22,648.87,38,200.79,53.65,"57F5/57F5 mutant"
1900.95,1204.37,38,200.79,53.65,"57F5/57F5 mutant"
926.35,557.27,38,200.79,53.65,"57F5/57F5 mutant"
1172.84,730.54,38,200.79,53.65,"57F5/57F5 mutant"
1470.07,727.26,38,200.79,53.65,"57F5/57F5 mutant"
1243.9,669.59,38,200.79,53.65,"57F5/57F5 mutant"
527.06,930.26,27,205.53,60.79,"57F5/57F5 mutant"
1137.37,1844.82,27,205.53,60.79,"57F5/57F5 mutant"
247.71,377.99,27,205.53,60.79,"57F5/57F5 mutant"
434.77,1304.6,27,205.53,60.79,"57F5/57F5 mutant"
844.35,577.62,27,205.53,60.79,"57F5/57F5 mutant"
1117.65,1824.59,27,205.53,60.79,"57F5/57F5 mutant"
359.01,1065.31,38,205.53,60.79,"57F5/57F5 mutant"
866.49,1018.22,38,205.53,60.79,"57F5/57F5 mutant"
1128.07,1281.32,38,205.53,60.79,"57F5/57F5 mutant"
1777.35,1170.73,38,205.53,60.79,"57F5/57F5 mutant"
1874.42,1841.33,38,205.53,60.79,"57F5/57F5 mutant"
817.63,1528.15,38,205.53,60.79,"57F5/57F5 mutant"
835.71,1128.23,38,205.53,60.79,"57F5/57F5 mutant"
1330.64,1352.01,38,205.53,60.79,"57F5/57F5 mutant"
484.43,365.43,38,205.53,60.79,"57F5/57F5 mutant"
654.92,931.71,38,205.53,60.79,"57F5/57F5 mutant"
496.82,536.93,38,205.53,60.79,"57F5/57F5 mutant"
664.24,921.95,38,205.53,60.79,"57F5/57F5 mutant"
555.63,87.67,27,209.81,75.56,"57F5/57F5 mutant"
556.75,1581.46,27,209.81,75.56,"57F5/57F5 mutant"
1132.87,1770.08,27,209.81,75.56,"57F5/57F5 mutant"
974.66,1843.36,27,209.81,75.56,"57F5/57F5 mutant"
1868.98,1441.81,27,209.81,75.56,"57F5/57F5 mutant"
385.86,853.59,27,209.81,75.56,"57F5/57F5 mutant"
958.93,1715.13,27,209.81,75.56,"57F5/57F5 mutant"
1761.61,1747.57,27,209.81,75.56,"57F5/57F5 mutant"
67.58,969.5,27,209.81,75.56,"57F5/57F5 mutant"
759.11,1631.52,27,209.81,75.56,"57F5/57F5 mutant"
1000.48,673.06,27,209.81,75.56,"57F5/57F5 mutant"
1879.7,1459.06,27,209.81,75.56,"57F5/57F5 mutant"
556.29,1287.99,38,209.81,75.56,"57F5/57F5 mutant"
359.7,1104.37,38,209.81,75.56,"57F5/57F5 mutant"
1020.88,1087.79,38,209.81,75.56,"57F5/57F5 mutant"
285.2,839.99,38,209.81,75.56,"57F5/57F5 mutant"
1525.92,1788.86,38,209.81,75.56,"57F5/57F5 mutant"
1815.25,1819.96,38,209.81,75.56,"57F5/57F5 mutant"
510.41,1233.07,38,209.81,75.56,"57F5/57F5 mutant"
1035.98,1570.98,38,209.81,75.56,"57F5/57F5 mutant"
662.3,1552.43,27,214.74,49.54,"57F5/57F5 mutant"
723.05,895.05,27,214.74,49.54,"57F5/57F5 mutant"
859.13,584.67,27,214.74,49.54,"57F5/57F5 mutant"
1168.22,1151.22,27,214.74,49.54,"57F5/57F5 mutant"
555.19,1360.91,27,214.74,49.54,"57F5/57F5 mutant"
1291.36,1861.27,27,214.74,49.54,"57F5/57F5 mutant"
1975.68,1540.95,27,214.74,49.54,"57F5/57F5 mutant"
1598.6,2000.58,27,214.74,49.54,"57F5/57F5 mutant"
1811.13,1380.71,27,214.74,49.54,"57F5/57F5 mutant"
599.3,1300.21,38,214.74,49.54,"57F5/57F5 mutant"
865.04,1021.16,38,214.74,49.54,"57F5/57F5 mutant"
1767.71,1447.32,38,214.74,49.54,"57F5/57F5 mutant"
135.29,798.5,38,214.74,49.54,"57F5/57F5 mutant"
1468.3,730.48,38,214.74,49.54,"57F5/57F5 mutant"
837.17,1470.96,38,214.74,49.54,"57F5/57F5 mutant"
782.83,1674.06,27,219.5,69.21,"57F5/57F5 mutant"
1311.19,1294.95,27,219.5,69.21,"57F5/57F5 mutant"
1338.95,989.24,27,219.5,69.21,"57F5/57F5 mutant"
1358.14,1483.42,27,219.5,69.21,"57F5/57F5 mutant"
1972.96,1989.26,27,219.5,69.21,"57F5/57F5 mutant"
104.72,1013.46,27,219.5,69.21,"57F5/57F5 mutant"
627.24,1459.78,27,219.5,69.21,"57F5/57F5 mutant"
1604,1975.11,27,219.5,69.21,"57F5/57F5 mutant"
1595.64,1898.17,27,219.5,69.21,"57F5/57F5 mutant"
1797.68,1806.43,27,219.5,69.21,"57F5/57F5 mutant"
691.91,740.82,38,219.5,69.21,"57F5/57F5 mutant"
507.14,1235.65,38,219.5,69.21,"57F5/57F5 mutant"
940.61,1645.19,38,219.5,69.21,"57F5/57F5 mutant"
1474.31,1453.59,38,219.5,69.21,"57F5/57F5 mutant"
193.59,1001.03,38,219.5,69.21,"57F5/57F5 mutant"
1360.06,750.52,38,219.5,69.21,"57F5/57F5 mutant"
