"x_coordinate","y_coordinate","Disc_ID","Bin_avg_protein_molecules","Bin_Fano_factor","genotype"
1054.19,737.24,7,1196.16,37.4,"22A3/22A3 mutant"
1131.13,1353.23,7,1196.16,37.4,"22A3/22A3 mutant"
1763.15,771.54,7,1196.16,37.4,"22A3/22A3 mutant"
322.52,1324.56,7,1196.16,37.4,"22A3/22A3 mutant"
372.83,1311.96,7,1196.16,37.4,"22A3/22A3 mutant"
671.32,772.71,7,1196.16,37.4,"22A3/22A3 mutant"
999.6,1357.36,7,1196.16,37.4,"22A3/22A3 mutant"
1332.38,871.59,7,1196.16,37.4,"22A3/22A3 mutant"
114.47,1144.09,7,1196.16,37.4,"22A3/22A3 mutant"
218.16,743.69,7,1196.16,37.4,"22A3/22A3 mutant"
373.76,1317.34,7,1196.16,37.4,"22A3/22A3 mutant"
875.69,1432.81,7,1223.37,42.05,"22A3/22A3 mutant"
1549.69,1290.14,7,1223.37,42.05,"22A3/22A3 mutant"
1870.5,606.61,7,1223.37,42.05,"22A3/22A3 mutant"
788.61,1263.72,7,1223.37,42.05,"22A3/22A3 mutant"
1227.62,1235.07,7,1223.37,42.05,"22A3/22A3 mutant"
1340.94,954.01,7,1223.37,42.05,"22A3/22A3 mutant"
1869.53,619.29,7,1223.37,42.05,"22A3/22A3 mutant"
271.44,673.74,7,1223.37,42.05,"22A3/22A3 mutant"
1130.08,1344.71,7,1223.37,42.05,"22A3/22A3 mutant"
1511.86,1146.22,7,1223.37,42.05,"22A3/22A3 mutant"
1843.08,1016.47,7,1223.37,42.05,"22A3/22A3 mutant"
294.43,1127.6,7,1223.37,42.05,"22A3/22A3 mutant"
1341.84,754,7,1223.37,42.05,"22A3/22A3 mutant"
371.18,1295.46,7,1252.07,39.12,"22A3/22A3 mutant"
971.79,1425.13,7,1252.07,39.12,"22A3/22A3 mutant"
1574.83,1211.54,7,1252.07,39.12,"22A3/22A3 mutant"
820.03,1051.69,7,1252.07,39.12,"22A3/22A3 mutant"
871.12,1416.22,7,1252.07,39.12,"22A3/22A3 mutant"
1678.71,684.96,7,1252.07,39.12,"22A3/22A3 mutant"
158.37,570.8,7,1252.07,39.12,"22A3/22A3 mutant"
165.36,679.65,7,1252.07,39.12,"22A3/22A3 mutant"
301.21,720.56,7,1252.07,39.12,"22A3/22A3 mutant"
349.54,1207.13,7,1252.07,39.12,"22A3/22A3 mutant"
867.15,1287.18,7,1252.07,39.12,"22A3/22A3 mutant"
1354.28,713.46,7,1252.07,39.12,"22A3/22A3 mutant"
1574.37,670.36,7,1252.07,39.12,"22A3/22A3 mutant"
870.62,1084.3,7,1252.07,39.12,"22A3/22A3 mutant"
2019.14,832.85,7,1252.07,39.12,"22A3/22A3 mutant"
163.34,570.62,7,1252.07,39.12,"22A3/22A3 mutant"
325.45,1300.81,7,1252.07,39.12,"22A3/22A3 mutant"
350.75,1209.26,7,1252.07,39.12,"22A3/22A3 mutant"
341.3,1195.03,7,1278.99,36.81,"22A3/22A3 mutant"
1482.33,1336.6,7,1278.99,36.81,"22A3/22A3 mutant"
321.59,1359.87,7,1278.99,36.81,"22A3/22A3 mutant"
317.18,1333.59,7,1278.99,36.81,"22A3/22A3 mutant"
371.94,1293.3,7,1278.99,36.81,"22A3/22A3 mutant"
738.55,938.15,7,1278.99,36.81,"22A3/22A3 mutant"
789.51,1265.5,7,1278.99,36.81,"22A3/22A3 mutant"
842.7,990.79,7,1278.99,36.81,"22A3/22A3 mutant"
1121.68,802.62,7,1278.99,36.81,"22A3/22A3 mutant"
1709.33,1154.8,7,1278.99,36.81,"22A3/22A3 mutant"
1925.46,617.21,7,1278.99,36.81,"22A3/22A3 mutant"
683.57,1414.79,7,1278.99,36.81,"22A3/22A3 mutant"
1360.99,1363.83,7,1278.99,36.81,"22A3/22A3 mutant"
1610.25,712.07,7,1278.99,36.81,"22A3/22A3 mutant"
1218.83,1208.42,7,1278.99,36.81,"22A3/22A3 mutant"
1251.63,975.56,7,1278.99,36.81,"22A3/22A3 mutant"
1725.36,1041.4,7,1278.99,36.81,"22A3/22A3 mutant"
1849.67,685.77,7,1278.99,36.81,"22A3/22A3 mutant"
673.49,1075.09,7,1307.78,32.97,"22A3/22A3 mutant"
1493.58,874.19,7,1307.78,32.97,"22A3/22A3 mutant"
1724.67,658.18,7,1307.78,32.97,"22A3/22A3 mutant"
865.66,1282.22,7,1307.78,32.97,"22A3/22A3 mutant"
962.77,1414.49,7,1307.78,32.97,"22A3/22A3 mutant"
1055.3,800.74,7,1307.78,32.97,"22A3/22A3 mutant"
1118.6,806.09,7,1307.78,32.97,"22A3/22A3 mutant"
1481.8,1330.36,7,1307.78,32.97,"22A3/22A3 mutant"
954.08,1382.78,7,1307.78,32.97,"22A3/22A3 mutant"
1666.7,1266.41,7,1307.78,32.97,"22A3/22A3 mutant"
1676.38,679.48,7,1307.78,32.97,"22A3/22A3 mutant"
326.42,1333.22,7,1307.78,32.97,"22A3/22A3 mutant"
586.96,970.91,7,1307.78,32.97,"22A3/22A3 mutant"
1362.33,778.36,7,1307.78,32.97,"22A3/22A3 mutant"
1570.96,672.42,7,1307.78,32.97,"22A3/22A3 mutant"
595.99,1375.42,7,1307.78,32.97,"22A3/22A3 mutant"
1366.92,1360.39,7,1307.78,32.97,"22A3/22A3 mutant"
1428.2,1297.59,7,1307.78,32.97,"22A3/22A3 mutant"
800.73,798.79,7,1336.58,45.82,"22A3/22A3 mutant"
1824.89,643.45,7,1336.58,45.82,"22A3/22A3 mutant"
346.38,1208.57,7,1336.58,45.82,"22A3/22A3 mutant"
1835.82,1176.9,7,1336.58,45.82,"22A3/22A3 mutant"
1875.8,628.37,7,1336.58,45.82,"22A3/22A3 mutant"
1055.54,798.13,7,1336.58,45.82,"22A3/22A3 mutant"
348.17,1207.06,7,1336.58,45.82,"22A3/22A3 mutant"
1038.22,1323.36,7,1336.58,45.82,"22A3/22A3 mutant"
1746.94,1207.23,7,1336.58,45.82,"22A3/22A3 mutant"
1931.38,912.54,7,1336.58,45.82,"22A3/22A3 mutant"
1153.97,976.43,7,1368.09,40.76,"22A3/22A3 mutant"
1351.69,767.63,7,1368.09,40.76,"22A3/22A3 mutant"
1357.28,1151.67,7,1368.09,40.76,"22A3/22A3 mutant"
1820.15,644.19,7,1368.09,40.76,"22A3/22A3 mutant"
586.06,972.19,7,1368.09,40.76,"22A3/22A3 mutant"
967.46,978.2,7,1368.09,40.76,"22A3/22A3 mutant"
1665.77,1264.63,7,1368.09,40.76,"22A3/22A3 mutant"
484,1262.11,7,1368.09,40.76,"22A3/22A3 mutant"
1482.95,755.85,7,1368.09,40.76,"22A3/22A3 mutant"
345.27,1223.23,7,1398.77,58.05,"22A3/22A3 mutant"
1508.25,937.27,7,1398.77,58.05,"22A3/22A3 mutant"
188.86,516.62,7,1398.77,58.05,"22A3/22A3 mutant"
797.18,798.36,7,1398.77,58.05,"22A3/22A3 mutant"
1126.98,1345.03,7,1398.77,58.05,"22A3/22A3 mutant"
1763.04,772.68,7,1398.77,58.05,"22A3/22A3 mutant"
690.89,1421.08,7,1398.77,58.05,"22A3/22A3 mutant"
152.86,576.79,7,1398.77,58.05,"22A3/22A3 mutant"
1131.44,825.13,7,1398.77,58.05,"22A3/22A3 mutant"
1617.4,1112.59,7,1398.77,58.05,"22A3/22A3 mutant"
1748.29,1207.88,7,1398.77,58.05,"22A3/22A3 mutant"
1949.06,960.01,7,1398.77,58.05,"22A3/22A3 mutant"
405.67,713.19,7,1398.77,58.05,"22A3/22A3 mutant"
1776.24,618.06,7,1429.51,23.41,"22A3/22A3 mutant"
1901.31,618.18,7,1429.51,23.41,"22A3/22A3 mutant"
731.74,1341.94,7,1429.51,23.41,"22A3/22A3 mutant"
1228.98,1234.02,7,1429.51,23.41,"22A3/22A3 mutant"
1364.31,1313.43,7,1429.51,23.41,"22A3/22A3 mutant"
130.65,1123.44,7,1429.51,23.41,"22A3/22A3 mutant"
1194.24,1349.57,7,1429.51,23.41,"22A3/22A3 mutant"
1325.77,853.11,7,1429.51,23.41,"22A3/22A3 mutant"
330.12,1355.25,7,1429.51,23.41,"22A3/22A3 mutant"
730.58,1342.03,7,1462.14,50.36,"22A3/22A3 mutant"
954,1390.24,7,1462.14,50.36,"22A3/22A3 mutant"
1567.28,783.53,7,1462.14,50.36,"22A3/22A3 mutant"
1773.64,614.78,7,1462.14,50.36,"22A3/22A3 mutant"
820.84,1050.17,7,1462.14,50.36,"22A3/22A3 mutant"
1341.35,769.42,7,1462.14,50.36,"22A3/22A3 mutant"
1765.1,610.18,7,1462.14,50.36,"22A3/22A3 mutant"
1846.31,1016.95,7,1462.14,50.36,"22A3/22A3 mutant"
1944.15,949.87,7,1462.14,50.36,"22A3/22A3 mutant"
172.24,670.62,7,1462.14,50.36,"22A3/22A3 mutant"
456.66,900.41,7,1462.14,50.36,"22A3/22A3 mutant"
732.26,1343.96,7,1462.14,50.36,"22A3/22A3 mutant"
1673.92,677.62,7,1462.14,50.36,"22A3/22A3 mutant"
198.31,492.85,7,1462.14,50.36,"22A3/22A3 mutant"
377.92,1274.82,7,1462.14,50.36,"22A3/22A3 mutant"
457.7,915.09,7,1462.14,50.36,"22A3/22A3 mutant"
733.3,1346.53,7,1462.14,50.36,"22A3/22A3 mutant"
1434.39,747.75,7,1462.14,50.36,"22A3/22A3 mutant"
1910.28,998.67,7,1495.65,69.01,"22A3/22A3 mutant"
354.51,896.93,7,1495.65,69.01,"22A3/22A3 mutant"
2020.39,838.76,7,1495.65,69.01,"22A3/22A3 mutant"
730.06,1340.74,7,1495.65,69.01,"22A3/22A3 mutant"
191.56,488.92,7,1495.65,69.01,"22A3/22A3 mutant"
1642.03,782.78,7,1495.65,69.01,"22A3/22A3 mutant"
984.4,1040.8,7,1495.65,69.01,"22A3/22A3 mutant"
1671.74,676.46,7,1495.65,69.01,"22A3/22A3 mutant"
1782.03,770.9,7,1495.65,69.01,"22A3/22A3 mutant"
536.75,911.91,7,1527.87,38.32,"22A3/22A3 mutant"
1119.03,806.35,7,1527.87,38.32,"22A3/22A3 mutant"
1251.77,967.86,7,1527.87,38.32,"22A3/22A3 mutant"
1322.75,853.66,7,1527.87,38.32,"22A3/22A3 mutant"
1365.56,725.12,7,1527.87,38.32,"22A3/22A3 mutant"
1260.16,1377.05,7,1527.87,38.32,"22A3/22A3 mutant"
1699.91,1321.53,7,1527.87,38.32,"22A3/22A3 mutant"
1850.14,1009.61,7,1527.87,38.32,"22A3/22A3 mutant"
356.26,897.32,7,1527.87,38.32,"22A3/22A3 mutant"
845.66,990.01,7,1527.87,38.32,"22A3/22A3 mutant"
1326.82,776.51,7,1527.87,38.32,"22A3/22A3 mutant"
357.32,904.79,7,1527.87,38.32,"22A3/22A3 mutant"
1349.94,1276.62,7,1527.87,38.32,"22A3/22A3 mutant"
1673.22,1011.02,7,1527.87,38.32,"22A3/22A3 mutant"
1706.35,1086.18,7,1527.87,38.32,"22A3/22A3 mutant"
137.62,717.85,7,1564.51,58.25,"22A3/22A3 mutant"
998.46,1360.76,7,1564.51,58.25,"22A3/22A3 mutant"
349.16,942.94,7,1564.51,58.25,"22A3/22A3 mutant"
463.7,809.24,7,1564.51,58.25,"22A3/22A3 mutant"
789.01,1262.46,7,1564.51,58.25,"22A3/22A3 mutant"
1309.95,823.04,7,1564.51,58.25,"22A3/22A3 mutant"
1103.79,1258.28,7,1564.51,58.25,"22A3/22A3 mutant"
1932.87,567.93,7,1564.51,58.25,"22A3/22A3 mutant"
983.46,973.59,7,1599.45,28.1,"22A3/22A3 mutant"
1061.25,825.24,7,1599.45,28.1,"22A3/22A3 mutant"
1760.74,1115.92,7,1599.45,28.1,"22A3/22A3 mutant"
1357.88,716.28,7,1599.45,28.1,"22A3/22A3 mutant"
1737.44,660.64,7,1599.45,28.1,"22A3/22A3 mutant"
185.86,505.44,7,1599.45,28.1,"22A3/22A3 mutant"
1100.89,1267.9,7,1599.45,28.1,"22A3/22A3 mutant"
1625.65,1131.86,7,1599.45,28.1,"22A3/22A3 mutant"
198.91,1154.2,7,1599.45,28.1,"22A3/22A3 mutant"
687.05,912.36,7,1599.45,28.1,"22A3/22A3 mutant"
1225.34,1233.48,7,1599.45,28.1,"22A3/22A3 mutant"
1770.73,614.14,7,1599.45,28.1,"22A3/22A3 mutant"
581.54,972.66,7,1599.45,28.1,"22A3/22A3 mutant"
1763.8,1096.55,7,1599.45,28.1,"22A3/22A3 mutant"
1767.8,616.3,7,1599.45,28.1,"22A3/22A3 mutant"
351.18,926.54,7,1635.06,71.94,"22A3/22A3 mutant"
870.01,1286.61,7,1635.06,71.94,"22A3/22A3 mutant"
1536.06,1207.63,7,1635.06,71.94,"22A3/22A3 mutant"
1624.09,1196.69,7,1635.06,71.94,"22A3/22A3 mutant"
591.13,882.02,7,1635.06,71.94,"22A3/22A3 mutant"
356.71,898.92,7,1635.06,71.94,"22A3/22A3 mutant"
821.22,1058,7,1635.06,71.94,"22A3/22A3 mutant"
1032.36,852.85,7,1635.06,71.94,"22A3/22A3 mutant"
810.46,1257.2,7,1635.06,71.94,"22A3/22A3 mutant"
875.95,1089.51,7,1635.06,71.94,"22A3/22A3 mutant"
1244.89,804.47,7,1635.06,71.94,"22A3/22A3 mutant"
1791.63,986.17,7,1635.06,71.94,"22A3/22A3 mutant"
1896.01,740.13,7,1635.06,71.94,"22A3/22A3 mutant"
725.93,1256.15,7,1672.85,52.61,"22A3/22A3 mutant"
1034.89,878.89,7,1672.85,52.61,"22A3/22A3 mutant"
1301.5,1259.85,7,1672.85,52.61,"22A3/22A3 mutant"
1444.9,1163.89,7,1672.85,52.61,"22A3/22A3 mutant"
347.69,941.44,7,1672.85,52.61,"22A3/22A3 mutant"
1366.6,1291.92,7,1672.85,52.61,"22A3/22A3 mutant"
850.79,1347.81,7,1672.85,52.61,"22A3/22A3 mutant"
1026.76,1325.68,7,1672.85,52.61,"22A3/22A3 mutant"
1036.83,853.01,7,1672.85,52.61,"22A3/22A3 mutant"
1244.39,895.74,7,1672.85,52.61,"22A3/22A3 mutant"
582.89,900.74,7,1709.11,62.02,"22A3/22A3 mutant"
1370.03,1293.05,7,1709.11,62.02,"22A3/22A3 mutant"
1648.47,784.48,7,1709.11,62.02,"22A3/22A3 mutant"
669.28,1071.49,7,1709.11,62.02,"22A3/22A3 mutant"
1442.88,1253.56,7,1709.11,62.02,"22A3/22A3 mutant"
1355.8,1151.56,7,1709.11,62.02,"22A3/22A3 mutant"
1100.95,1265.56,7,1709.11,62.02,"22A3/22A3 mutant"
1326,948.56,7,1709.11,62.02,"22A3/22A3 mutant"
1927.06,620.21,7,1709.11,62.02,"22A3/22A3 mutant"
170.7,674.51,7,1709.11,62.02,"22A3/22A3 mutant"
203.46,1183.59,7,1709.11,62.02,"22A3/22A3 mutant"
557.99,1335.85,7,1709.11,62.02,"22A3/22A3 mutant"
282.9,743.86,7,1749.22,50.08,"22A3/22A3 mutant"
1031.7,870.72,7,1749.22,50.08,"22A3/22A3 mutant"
1104.27,1267.24,7,1749.22,50.08,"22A3/22A3 mutant"
1311.46,824.89,7,1749.22,50.08,"22A3/22A3 mutant"
1605.23,718.75,7,1749.22,50.08,"22A3/22A3 mutant"
1621.65,1196.27,7,1749.22,50.08,"22A3/22A3 mutant"
1309,818.66,7,1749.22,50.08,"22A3/22A3 mutant"
1620.32,1191.49,7,1749.22,50.08,"22A3/22A3 mutant"
1761.65,772.33,7,1749.22,50.08,"22A3/22A3 mutant"
592.26,875.54,7,1749.22,50.08,"22A3/22A3 mutant"
1364.53,1285.37,7,1749.22,50.08,"22A3/22A3 mutant"
787.94,1278.29,7,1749.22,50.08,"22A3/22A3 mutant"
1299.84,1258.58,7,1749.22,50.08,"22A3/22A3 mutant"
1666.27,1265.2,7,1749.22,50.08,"22A3/22A3 mutant"
1946.03,961.41,7,1749.22,50.08,"22A3/22A3 mutant"
1438.74,1264.37,7,1786.78,78.95,"22A3/22A3 mutant"
1718.35,1303.88,7,1786.78,78.95,"22A3/22A3 mutant"
136.82,713.76,7,1786.78,78.95,"22A3/22A3 mutant"
143.28,922.28,7,1786.78,78.95,"22A3/22A3 mutant"
356.11,933.35,7,1786.78,78.95,"22A3/22A3 mutant"
158.89,710.55,7,1786.78,78.95,"22A3/22A3 mutant"
590.44,867.02,7,1786.78,78.95,"22A3/22A3 mutant"
855.53,969.4,7,1786.78,78.95,"22A3/22A3 mutant"
1845.8,1015.61,7,1786.78,78.95,"22A3/22A3 mutant"
1921.92,622.69,7,1786.78,78.95,"22A3/22A3 mutant"
2039.74,848.2,7,1786.78,78.95,"22A3/22A3 mutant"
1107.2,1269.77,7,1828.07,59.07,"22A3/22A3 mutant"
811.55,1080.51,7,1828.07,59.07,"22A3/22A3 mutant"
1706.44,1085.9,7,1828.07,59.07,"22A3/22A3 mutant"
1910.28,998.89,7,1828.07,59.07,"22A3/22A3 mutant"
1629.91,1109,7,1828.07,59.07,"22A3/22A3 mutant"
164.52,1247.89,7,1869.15,76.06,"22A3/22A3 mutant"
573.48,985.62,7,1869.15,76.06,"22A3/22A3 mutant"
1091.07,1322.51,7,1869.15,76.06,"22A3/22A3 mutant"
1297.78,1246.78,7,1869.15,76.06,"22A3/22A3 mutant"
1817.89,1030.33,7,1869.15,76.06,"22A3/22A3 mutant"
727.08,1247.97,7,1869.15,76.06,"22A3/22A3 mutant"
1555.7,778.74,7,1869.15,76.06,"22A3/22A3 mutant"
1642.28,781.22,7,1869.15,76.06,"22A3/22A3 mutant"
1767.1,1004.25,7,1869.15,76.06,"22A3/22A3 mutant"
1343.56,770.54,7,1912.53,89.01,"22A3/22A3 mutant"
1589.03,871.72,7,1912.53,89.01,"22A3/22A3 mutant"
1609.73,726.82,7,1912.53,89.01,"22A3/22A3 mutant"
725.95,1256.01,7,1912.53,89.01,"22A3/22A3 mutant"
1583.71,1067.77,7,1912.53,89.01,"22A3/22A3 mutant"
1296.24,1246.32,7,1912.53,89.01,"22A3/22A3 mutant"
2006.57,935.77,7,1912.53,89.01,"22A3/22A3 mutant"
2033.87,617.76,7,1912.53,89.01,"22A3/22A3 mutant"
1692.71,1305.57,7,1953.42,68.82,"22A3/22A3 mutant"
465.56,827.9,7,1953.42,68.82,"22A3/22A3 mutant"
503.66,951.53,7,1953.42,68.82,"22A3/22A3 mutant"
583.1,896.53,7,1953.42,68.82,"22A3/22A3 mutant"
1155.91,966.67,7,1953.42,68.82,"22A3/22A3 mutant"
1494.59,872.04,7,1953.42,68.82,"22A3/22A3 mutant"
1906.77,996.6,7,1953.42,68.82,"22A3/22A3 mutant"
562.02,925.14,7,1953.42,68.82,"22A3/22A3 mutant"
725.39,1252.75,7,1953.42,68.82,"22A3/22A3 mutant"
1369.77,1160.31,7,1953.42,68.82,"22A3/22A3 mutant"
822,1054.99,7,1953.42,68.82,"22A3/22A3 mutant"
672.64,1271.12,7,1999.97,69.08,"22A3/22A3 mutant"
139.03,593.47,7,1999.97,69.08,"22A3/22A3 mutant"
141.88,718.87,7,1999.97,69.08,"22A3/22A3 mutant"
1736.45,657.95,7,1999.97,69.08,"22A3/22A3 mutant"
